YEAR,MAX,MIN
1947,30.4,16.3
1948,50.4,37.4
1949,29.3,13.5
1950,31.3,26.4
1951,35.4,19.4
1952,42.4,24.4
1953,49.3,30.4
1954,47.3,20.3
1955,37.4,28.4
1956,36.3,27.3
1957,48.4,24.4
1958,37.4,29.3
1959,36.3,21.4
1960,31.3,24.1
1961,35.4,21.9
1962,36.3,19.0
1963,57.4,39.0
1964,66.4,27.3
1965,41.0,28.9
1966,59.4,35.1
1967,37.0,21.9
1968,63.3,33.1
1969,53.4,21.9
1973,54.0,34.0
1974,45.0,30.9
1975,46.0,30.9
1976,35.1,28.0
1977,55.0,36.0
1978,36.0,23.0
1979,45.0,19.9
1980,57.0,27.0
1981,62.1,20.8
1982,57.0,36.0
1983,48.0,25.0
1984,50.0,27.0
1985,50.0,26.1
1986,45.0,34.0
1987,44.1,30.9
1988,39.0,17.1
1989,48.9,21.9
1990,68.0,39.9
1991,51.1,24.1
1992,46.9,21.9
1993,46.9,37.0
1994,48.0,21.9
1995,73.9,37.0
1996,51.1,25.0
1997,36.0,12.0
1998,36.0,25.0
1999,50.7,32.0
2000,64.9,30.0
2001,34.0,30.2
2002,39.9,32.0
2003,75.0,32.0
2004,36.0,27.0
2005,50.0,21.0
2006,39.9,32.0
2007,39.0,25.0
2008,39.0,26.1
2009,64.9,28.2
2010,61.0,35.1
2011,60.1,31.1
2012,82.0,46.0
2013,41.0,30.0
2014,39.9,19.0
2015,73.0,48.9
2016,57.9,46.0
2017,42.1,16.0
2018,50.0,28.0
