YEAR,MAX,MIN
1946,56.3,32.4
1947,54.3,48.4
1948,66.4,59.4
1949,47.3,27.3
1950,50.4,23.4
1951,30.4,5.4
1952,62.4,40.3
1953,38.3,25.3
1954,42.4,25.3
1955,58.3,32.4
1956,66.4,54.3
1957,46.4,38.3
1958,60.1,38.3
1959,50.4,30.4
1960,46.9,35.1
1961,44.4,24.4
1962,47.3,34.0
1963,53.4,45.0
1964,62.1,29.3
1965,66.4,28.0
1966,46.9,30.9
1967,35.4,27.0
1968,57.4,36.0
1969,55.9,30.0
1973,43.0,24.1
1974,45.0,39.9
1975,71.1,55.0
1976,43.0,25.0
1977,59.9,48.9
1978,75.9,45.0
1979,60.1,41.0
1980,55.9,30.9
1981,71.1,45.9
1982,34.0,25.0
1983,57.0,28.0
1984,60.1,30.9
1985,48.0,37.0
1986,51.1,37.9
1987,68.0,37.0
1988,57.9,37.9
1989,60.1,39.0
1990,46.9,37.0
1991,37.0,10.9
1992,37.9,32.0
1993,59.0,36.0
1994,64.9,48.9
1995,37.0,19.9
1996,51.1,42.1
1997,45.0,35.1
1998,41.0,36.0
1999,66.0,48.9
2000,60.1,30.9
2001,61.0,30.0
2002,46.0,32.0
2003,70.0,37.9
2004,54.0,35.1
2005,64.0,46.0
2006,55.0,29.1
2007,54.0,39.0
2008,71.1,46.9
2009,55.0,36.0
2010,51.1,30.0
2011,57.9,34.0
2012,48.0,32.0
2013,57.9,42.1
2014,60.1,34.0
2015,71.1,48.0
2016,68.0,43.0
2017,52.0,42.1
2018,52.0,44.1
