YEAR,MAX,MIN
1947,40.3,23.4
1948,20.3,7.3
1949,31.3,16.3
1950,36.3,9.3
1951,24.4,5.4
1952,38.3,32.4
1953,30.4,13.5
1954,35.4,29.3
1955,24.4,16.3
1956,33.4,4.5
1957,34.3,21.4
1958,26.4,9.3
1959,32.4,12.0
1960,34.3,24.1
1961,24.4,12.9
1962,36.3,28.0
1963,15.4,-7.6
1964,34.3,18.3
1965,6.1,-9.0
1966,29.3,8.1
1967,26.1,19.9
1968,37.4,18.0
1969,32.0,12.9
1973,42.1,30.9
1974,30.0,19.0
1975,36.0,26.1
1976,28.0,-5.1
1977,30.9,23.9
1978,21.0,0.0
1979,25.0,18.9
1980,25.0,1.9
1981,19.0,-5.1
1982,32.0,10.9
1983,34.0,19.9
1984,45.0,18.0
1985,15.1,-11.9
1986,37.0,30.0
1987,50.0,25.0
1988,36.0,18.0
1989,28.0,14.0
1990,35.1,28.9
1991,50.0,30.0
1992,57.9,24.1
1993,46.0,18.0
1994,23.0,1.0
1995,35.1,30.0
1996,-5.1,-18.9
1997,35.1,25.0
1998,39.9,28.0
1999,45.0,34.0
2000,37.0,10.9
2001,28.4,8.1
2002,35.1,10.0
2003,45.0,34.0
2004,32.0,17.6
2005,44.1,15.1
2006,44.6,32.0
2007,12.0,-0.9
2008,30.9,24.8
2009,26.1,1.0
2010,32.0,23.0
2011,23.0,-6.0
2012,43.0,31.1
2013,23.0,8.1
2014,21.0,-6.0
2015,24.1,1.9
2016,37.4,30.9
2017,28.0,14.0
2018,41.0,5.0
