YEAR,MAX,MIN
1947,85.3,65.3
1948,96.3,70.3
1949,87.3,67.3
1950,83.3,64.4
1951,81.3,67.3
1952,89.2,69.3
1953,94.3,63.3
1954,78.3,66.4
1955,94.3,70.3
1956,91.2,69.3
1957,82.4,61.3
1958,81.3,56.3
1959,89.4,73.0
1960,90.3,61.3
1961,93.4,66.9
1962,88.3,51.1
1963,80.4,51.4
1964,85.3,55.0
1965,80.1,64.9
1966,86.0,62.1
1967,64.0,55.0
1968,67.3,50.0
1969,86.0,61.0
1973,93.9,75.0
1974,84.9,64.0
1975,80.1,62.1
1976,93.9,73.9
1977,91.0,73.9
1978,82.0,70.0
1979,79.9,59.9
1980,91.9,69.1
1981,82.9,65.8
1982,75.9,57.0
1983,89.1,68.0
1984,88.0,55.9
1985,80.1,55.9
1986,68.0,55.9
1987,66.0,57.0
1988,77.0,54.0
1989,84.9,62.1
1990,93.0,70.0
1991,93.0,64.9
1992,72.0,57.9
1993,93.9,73.9
1994,87.1,66.0
1995,91.0,68.0
1996,77.0,62.6
1997,84.9,69.1
1998,81.0,64.9
1999,84.9,62.1
2000,81.0,64.9
2001,84.0,64.0
2002,82.9,64.9
2003,91.9,71.1
2004,86.0,66.9
2005,84.0,66.0
2006,79.0,69.1
2007,79.0,60.1
2008,82.9,61.0
2009,73.0,62.1
2010,86.0,59.0
2011,82.9,59.0
2012,88.0,66.0
2013,96.1,70.0
2014,84.9,68.0
2015,75.9,51.1
2016,84.0,66.0
2017,78.1,55.9
2018,93.0,72.0
