YEAR,MAX,MIN
1947,86.4,70.3
1948,79.3,68.4
1949,69.3,55.4
1950,72.3,43.3
1951,73.4,58.3
1952,72.3,61.3
1953,79.3,51.3
1954,93.4,63.3
1955,84.4,49.3
1956,73.4,52.3
1957,68.4,50.4
1958,81.3,70.3
1959,92.3,69.1
1960,95.4,71.1
1961,84.4,64.4
1962,70.3,43.0
1963,77.4,43.0
1964,71.4,50.0
1965,69.4,51.4
1966,73.0,48.0
1967,77.0,45.0
1968,74.3,50.4
1969,78.1,72.0
1973,79.9,53.1
1974,73.0,46.9
1975,73.0,55.0
1976,82.0,46.9
1977,78.1,55.9
1978,86.0,59.9
1979,84.0,63.9
1980,82.0,59.0
1981,73.9,52.9
1982,81.0,55.0
1983,95.0,62.1
1984,72.0,42.1
1985,93.0,71.1
1986,73.0,48.9
1987,88.0,57.9
1988,66.0,43.0
1989,80.1,60.1
1990,95.0,71.1
1991,84.9,53.1
1992,82.0,57.9
1993,75.9,54.0
1994,75.9,57.9
1995,90.0,62.1
1996,81.0,66.9
1997,86.0,63.0
1998,91.0,70.0
1999,84.0,63.0
2000,75.0,46.9
2001,84.9,54.0
2002,84.9,57.0
2003,81.0,48.0
2004,84.9,66.0
2005,87.1,57.9
2006,82.0,57.0
2007,90.0,66.0
2008,73.9,53.1
2009,78.1,54.0
2010,82.0,66.9
2011,66.0,51.1
2012,86.0,63.0
2013,86.0,57.0
2014,88.0,60.1
2015,91.9,69.1
2016,91.0,62.1
2017,70.0,48.9
2018,75.0,64.0
