YEAR,MAX,MIN
1947,89.2,77.4
1948,73.9,64.4
1949,77.4,56.3
1950,77.4,48.4
1951,78.3,64.4
1952,85.3,62.4
1953,92.3,71.2
1954,78.3,61.3
1955,93.4,73.4
1956,77.4,67.3
1957,82.4,68.4
1958,91.2,62.4
1959,79.3,62.1
1960,88.0,68.0
1961,85.3,57.9
1962,85.3,62.4
1963,85.3,65.3
1964,96.4,76.3
1965,75.0,50.0
1966,75.0,48.9
1967,82.9,62.1
1968,85.3,61.0
1969,82.0,59.0
1973,79.0,57.0
1974,72.0,57.9
1975,84.0,71.1
1976,79.0,48.9
1977,88.0,61.0
1978,79.9,59.9
1979,84.0,64.9
1980,82.9,61.0
1981,88.0,64.0
1982,95.0,68.0
1983,96.1,62.1
1984,90.0,62.1
1985,80.1,50.0
1986,80.1,55.9
1987,96.1,70.0
1988,100.0,79.0
1989,89.1,63.0
1990,86.0,57.0
1991,100.9,66.9
1992,79.0,57.0
1993,80.1,59.0
1994,87.1,55.9
1995,79.0,70.0
1996,80.1,57.0
1997,89.1,66.9
1998,84.0,72.0
1999,82.0,60.1
2000,71.6,62.1
2001,84.0,70.0
2002,90.0,59.0
2003,84.0,60.1
2004,90.0,66.0
2005,93.0,64.9
2006,91.4,69.8
2007,91.0,70.0
2008,84.0,61.0
2009,84.0,57.0
2010,86.0,66.0
2011,90.0,73.4
2012,95.0,66.0
2013,84.0,62.1
2014,87.1,59.0
2015,91.0,66.9
2016,90.0,66.9
2017,87.1,66.0
2018,89.1,66.9
