YEAR,MAX,MIN
1947,52.3,39.4
1948,48.4,25.3
1949,48.4,30.4
1950,34.3,28.4
1951,53.4,35.4
1952,75.4,46.4
1953,69.3,48.4
1954,59.4,28.4
1955,73.4,38.3
1956,49.3,31.3
1957,52.3,25.3
1958,44.4,33.4
1959,43.3,33.1
1960,37.4,25.0
1961,37.4,33.1
1962,50.0,35.1
1963,44.4,32.4
1964,56.3,25.0
1965,51.1,34.0
1966,45.0,28.0
1967,75.0,48.0
1968,65.3,41.0
1969,73.0,52.3
1973,43.0,34.9
1974,46.9,25.0
1975,39.9,34.0
1976,60.1,27.9
1977,63.0,28.9
1978,64.9,36.9
1979,45.9,28.9
1980,59.0,32.9
1981,68.0,38.8
1982,39.9,26.1
1983,46.0,28.0
1984,51.1,30.9
1985,42.1,21.0
1986,57.9,36.0
1987,72.0,27.0
1988,66.9,36.0
1989,48.0,24.1
1990,61.0,46.9
1991,73.9,41.0
1992,63.0,37.0
1993,59.0,44.1
1994,66.0,34.0
1995,48.0,32.0
1996,44.1,21.0
1997,37.9,21.9
1998,50.0,41.0
1999,52.0,41.0
2000,57.9,27.1
2001,77.0,44.1
2002,52.0,42.1
2003,43.0,28.4
2004,57.0,33.1
2005,68.0,35.1
2006,55.9,26.1
2007,43.0,28.2
2008,52.0,37.0
2009,57.9,30.2
2010,55.9,30.0
2011,66.0,39.9
2012,66.0,44.1
2013,64.0,39.0
2014,62.1,33.1
2015,70.0,39.9
2016,41.0,21.9
2017,75.9,57.0
2018,39.0,21.0
