YEAR,MAX,MIN
1947,70.3,53.4
1948,69.3,54.3
1949,57.4,35.4
1950,39.4,28.4
1951,60.3,28.4
1952,38.3,32.4
1953,49.3,31.3
1954,63.3,34.3
1955,68.4,48.4
1956,71.2,37.4
1957,44.4,38.3
1958,61.3,45.3
1959,64.4,40.3
1960,42.4,30.0
1961,47.3,37.4
1962,50.4,39.4
1963,62.4,29.3
1964,54.3,33.1
1965,46.9,36.0
1966,41.0,33.1
1967,61.0,50.0
1968,43.3,28.9
1969,62.1,36.3
1973,55.0,29.8
1974,46.0,34.0
1975,35.1,18.0
1976,61.0,30.9
1977,55.9,34.0
1978,60.1,32.9
1979,54.0,34.0
1980,64.0,34.0
1981,43.0,32.9
1982,39.0,19.9
1983,45.0,36.0
1984,55.9,36.0
1985,55.0,34.0
1986,75.0,41.0
1987,51.1,36.0
1988,84.9,46.9
1989,60.1,39.9
1990,53.1,30.9
1991,75.0,45.0
1992,52.0,25.0
1993,44.1,21.0
1994,60.1,32.0
1995,46.9,18.0
1996,39.0,25.0
1997,70.0,55.0
1998,51.1,30.0
1999,57.9,39.2
2000,62.1,25.0
2001,60.1,31.1
2002,41.0,24.1
2003,39.0,25.0
2004,52.0,26.1
2005,75.9,36.0
2006,57.9,33.1
2007,39.9,27.0
2008,63.0,37.0
2009,50.0,31.1
2010,75.9,39.0
2011,68.0,33.1
2012,57.9,41.0
2013,57.9,25.2
2014,51.1,30.9
2015,66.0,46.0
2016,45.0,24.1
2017,55.9,39.9
2018,42.1,23.0
