YEAR,MAX,MIN
1947,47.3,34.3
1948,53.4,39.4
1949,56.3,47.3
1950,66.4,42.4
1951,69.3,37.4
1952,58.3,44.4
1953,66.4,45.3
1954,60.3,33.4
1955,75.4,61.3
1956,48.4,40.3
1957,77.4,48.4
1958,60.3,33.4
1959,79.0,44.4
1960,63.0,36.3
1961,74.3,45.0
1962,57.9,42.1
1963,81.3,49.3
1964,85.3,61.0
1965,82.0,64.0
1966,66.0,39.0
1967,62.1,39.9
1968,75.4,48.9
1969,76.3,57.9
1973,60.1,52.9
1974,54.0,33.1
1975,62.1,43.0
1976,50.0,32.9
1977,72.9,39.9
1978,61.0,45.0
1979,81.0,56.8
1980,73.0,37.9
1981,57.9,32.0
1982,82.0,46.9
1983,77.0,46.0
1984,69.1,43.0
1985,72.0,37.9
1986,84.0,55.9
1987,75.9,39.9
1988,82.9,39.9
1989,57.0,28.9
1990,75.0,39.9
1991,64.0,42.1
1992,70.0,30.0
1993,78.1,45.0
1994,54.0,37.0
1995,75.0,39.0
1996,55.9,39.0
1997,64.9,45.0
1998,64.0,57.0
1999,57.2,53.1
2000,86.0,62.1
2001,75.0,54.0
2002,75.0,46.9
2003,72.0,48.0
2004,82.9,48.0
2005,75.9,50.0
2006,71.1,37.0
2007,82.9,46.9
2008,81.0,46.0
2009,77.0,51.1
2010,59.0,44.6
2011,68.0,44.1
2012,70.0,51.1
2013,75.0,48.0
2014,78.1,41.0
2015,82.9,46.0
2016,82.0,42.1
2017,59.0,36.0
2018,75.0,46.0
