YEAR,MAX,MIN
1947,34.3,22.5
1948,31.3,1.4
1949,55.4,27.3
1950,23.4,7.3
1951,37.4,19.4
1952,40.3,28.4
1953,38.3,19.4
1954,29.3,11.3
1955,31.3,19.4
1956,38.3,27.3
1957,4.5,-13.5
1958,33.4,29.3
1959,12.4,1.0
1960,30.4,16.0
1961,32.0,27.0
1962,14.4,0.0
1963,17.4,-11.6
1964,31.3,18.3
1965,19.9,18.0
1966,25.0,1.4
1967,33.1,9.0
1968,26.4,8.1
1969,37.4,30.0
1973,48.9,33.1
1974,42.1,29.8
1975,28.0,12.9
1976,36.0,14.0
1977,-0.9,-17.1
1978,18.0,7.9
1979,19.9,-7.1
1980,52.0,41.0
1981,28.0,7.0
1982,14.0,-18.0
1983,28.9,9.0
1984,18.0,-6.0
1985,21.0,-4.0
1986,50.0,19.0
1987,37.0,19.9
1988,46.0,19.9
1989,42.1,19.9
1990,53.1,27.0
1991,37.0,21.9
1992,19.9,-11.9
1993,30.9,10.9
1994,6.1,-17.0
1995,36.0,30.0
1996,39.9,19.9
1997,24.1,1.0
1998,30.0,28.0
1999,39.9,24.1
2000,42.1,25.0
2001,33.8,26.6
2002,34.0,26.1
2003,27.0,5.0
2004,28.9,12.9
2005,15.1,3.0
2006,46.9,27.0
2007,33.1,12.9
2008,39.9,12.9
2009,1.0,-18.0
2010,34.0,23.0
2011,24.1,6.1
2012,45.0,27.0
2013,36.0,16.0
2014,34.0,15.1
2015,34.0,17.1
2016,43.0,24.1
2017,36.0,19.9
2018,25.0,8.6
