YEAR,MAX,MIN
1947,58.3,31.3
1948,78.3,46.4
1949,44.4,35.4
1950,64.4,49.3
1951,56.3,39.4
1952,70.3,48.4
1953,43.3,27.3
1954,63.3,48.4
1955,81.3,51.3
1956,50.4,35.4
1957,62.4,45.3
1958,78.3,56.3
1959,64.9,41.4
1960,54.3,30.9
1961,57.4,34.3
1962,61.3,39.0
1963,71.1,39.9
1964,70.0,39.0
1965,51.1,36.0
1966,72.0,51.1
1967,46.0,41.0
1968,55.4,43.3
1969,46.4,39.9
1973,66.9,46.9
1974,63.0,42.1
1975,73.0,61.0
1976,84.9,61.9
1977,86.9,59.0
1978,63.0,39.9
1979,57.9,34.9
1980,70.0,28.0
1981,84.0,46.0
1982,62.1,34.0
1983,37.0,25.0
1984,46.9,33.1
1985,82.0,62.1
1986,68.0,32.0
1987,75.9,45.0
1988,73.9,34.0
1989,44.1,34.0
1990,55.0,28.0
1991,55.0,37.0
1992,61.0,39.0
1993,63.0,30.0
1994,82.9,43.0
1995,75.0,41.0
1996,75.9,51.1
1997,54.0,26.1
1998,60.1,39.9
1999,45.0,39.0
2000,55.0,39.0
2001,54.0,28.9
2002,89.1,63.0
2003,46.4,39.0
2004,84.9,53.1
2005,82.9,45.0
2006,66.0,42.1
2007,50.0,39.0
2008,75.0,45.0
2009,73.0,32.0
2010,59.0,36.0
2011,53.1,32.0
2012,73.0,39.0
2013,63.0,42.1
2014,62.1,39.9
2015,69.1,52.0
2016,82.9,45.0
2017,75.9,41.0
2018,43.0,29.1
