YEAR,MAX,MIN
1947,69.3,46.4
1948,68.4,40.3
1949,62.4,38.3
1950,85.3,57.4
1951,78.3,55.4
1952,70.3,55.4
1953,84.4,58.3
1954,75.4,45.3
1955,65.3,47.3
1956,73.4,54.3
1957,74.3,56.3
1958,77.4,52.3
1959,77.4,54.0
1960,76.3,46.9
1961,75.9,39.4
1962,75.4,57.0
1963,71.4,53.1
1964,80.4,48.0
1965,80.1,69.1
1966,77.0,54.0
1967,82.9,50.0
1968,66.4,50.0
1969,73.0,43.3
1973,72.9,59.0
1974,64.9,51.1
1975,79.0,66.0
1976,66.0,39.9
1977,90.9,61.9
1978,82.0,52.0
1979,64.9,43.9
1980,81.0,54.9
1981,80.1,48.9
1982,66.9,52.0
1983,75.9,44.1
1984,73.9,57.9
1985,82.9,44.1
1986,72.0,44.1
1987,64.0,46.9
1988,63.0,37.0
1989,86.0,60.1
1990,73.0,52.0
1991,84.9,57.0
1992,51.1,32.0
1993,66.0,52.0
1994,79.0,57.0
1995,62.1,48.0
1996,55.9,45.0
1997,72.0,50.0
1998,70.0,51.1
1999,66.9,44.1
2000,80.1,52.0
2001,60.1,43.0
2002,64.0,43.0
2003,70.0,43.0
2004,69.1,46.4
2005,69.1,46.9
2006,73.0,64.0
2007,88.0,55.9
2008,78.1,39.9
2009,71.1,54.0
2010,91.0,69.1
2011,66.9,46.9
2012,90.0,64.0
2013,57.0,41.0
2014,82.9,46.9
2015,78.1,59.0
2016,86.0,60.1
2017,69.1,53.1
2018,89.1,57.9
