YEAR,MAX,MIN
1947,26.4,-1.7
1948,33.4,30.4
1949,28.4,9.3
1950,48.4,40.3
1951,38.3,28.4
1952,47.3,10.4
1953,33.4,31.3
1954,41.4,31.3
1955,39.4,30.4
1956,39.4,14.4
1957,30.4,9.3
1958,28.4,6.4
1959,34.3,26.4
1960,35.4,27.3
1961,30.0,18.3
1962,22.3,6.1
1963,26.4,15.1
1964,25.3,-12.6
1965,36.0,34.0
1966,42.4,24.4
1967,33.1,28.9
1968,16.3,-11.0
1969,5.4,-7.1
1973,28.9,19.9
1974,14.0,-2.9
1975,34.0,21.9
1976,37.9,36.0
1977,12.9,0.9
1978,32.9,23.0
1979,34.0,14.0
1980,43.9,23.0
1981,34.0,29.8
1982,37.0,12.2
1983,36.0,24.1
1984,24.1,6.1
1985,36.0,19.9
1986,35.1,9.0
1987,36.0,30.0
1988,17.1,-0.9
1989,37.9,14.0
1990,33.1,26.1
1991,28.9,1.0
1992,35.1,30.9
1993,19.9,8.1
1994,41.0,27.0
1995,37.0,16.0
1996,37.0,32.0
1997,39.2,30.0
1998,39.9,12.9
1999,21.2,6.1
2000,48.0,26.1
2001,25.0,5.0
2002,25.0,7.0
2003,41.0,27.0
2004,44.6,21.0
2005,55.0,25.0
2006,45.0,26.1
2007,55.9,34.0
2008,33.1,15.1
2009,30.0,10.9
2010,16.0,5.0
2011,53.1,16.0
2012,44.1,29.1
2013,35.1,12.9
2014,21.9,1.9
2015,32.0,3.9
2016,30.0,19.0
2017,39.9,17.1
2018,12.9,-9.0
