YEAR,MAX,MIN
1947,38.3,20.3
1948,14.4,-8.7
1949,35.4,18.3
1950,43.3,21.4
1951,17.4,10.4
1952,24.4,4.5
1953,34.3,13.5
1954,28.4,9.3
1955,8.4,1.4
1956,38.3,29.3
1957,22.5,10.4
1958,30.4,24.4
1959,33.4,10.0
1960,34.3,28.9
1961,21.4,-0.9
1962,26.4,19.9
1963,8.4,-14.1
1964,25.3,1.0
1965,26.1,-0.9
1966,-3.6,-13.7
1967,26.1,15.1
1968,45.3,38.3
1969,39.4,28.9
1973,37.9,25.0
1974,36.9,28.0
1975,39.0,30.9
1976,34.0,0.0
1977,19.0,-11.0
1978,14.0,5.0
1979,34.9,30.9
1980,10.9,0.0
1981,37.0,14.9
1982,37.9,12.0
1983,28.9,12.9
1984,35.1,7.0
1985,30.0,1.9
1986,17.1,-6.0
1987,35.1,10.9
1988,28.9,14.0
1989,48.9,26.1
1990,50.0,21.0
1991,35.1,12.9
1992,33.1,26.1
1993,39.0,25.0
1994,34.0,19.9
1995,34.0,28.0
1996,28.0,6.1
1997,17.1,-4.0
1998,39.0,30.2
1999,37.0,30.9
2000,28.9,14.0
2001,27.0,14.0
2002,59.0,34.0
2003,30.9,15.1
2004,18.0,1.4
2005,27.0,1.9
2006,51.1,35.1
2007,25.0,6.8
2008,44.1,21.9
2009,19.9,7.0
2010,23.0,7.0
2011,30.9,17.1
2012,43.0,26.1
2013,48.2,32.0
2014,6.1,-11.0
2015,33.1,19.0
2016,39.0,23.0
2017,30.9,24.1
2018,50.0,28.0
