YEAR,MAX,MIN
1947,69.3,37.4
1948,77.4,61.3
1949,75.4,57.4
1950,45.3,33.4
1951,54.3,36.3
1952,72.3,38.3
1953,49.3,40.3
1954,82.4,48.4
1955,63.3,40.3
1956,54.3,37.4
1957,72.3,58.3
1958,46.4,35.4
1959,53.1,39.4
1960,63.3,46.0
1961,65.3,39.0
1962,85.3,57.0
1963,69.4,37.4
1964,66.4,43.0
1965,50.0,37.9
1966,63.0,48.9
1967,46.9,41.0
1968,62.4,42.1
1969,79.3,51.1
1973,59.0,39.9
1974,78.1,46.0
1975,57.9,37.0
1976,48.9,32.9
1977,64.9,34.9
1978,61.0,36.9
1979,72.9,50.0
1980,53.1,29.8
1981,69.1,30.9
1982,64.9,39.0
1983,81.0,43.0
1984,82.0,39.0
1985,71.1,41.0
1986,89.1,55.0
1987,70.0,37.0
1988,70.0,37.9
1989,73.0,48.9
1990,87.1,66.0
1991,70.0,41.0
1992,53.1,37.9
1993,59.0,36.0
1994,86.0,59.0
1995,57.9,37.0
1996,68.0,37.9
1997,63.0,36.0
1998,57.0,45.0
1999,63.0,39.9
2000,64.9,37.0
2001,75.9,42.1
2002,54.0,36.0
2003,57.9,37.0
2004,63.0,44.1
2005,66.9,39.0
2006,64.0,27.0
2007,53.6,44.6
2008,73.9,39.0
2009,78.1,41.0
2010,63.0,46.4
2011,68.0,45.0
2012,61.0,46.0
2013,66.9,34.0
2014,70.0,42.1
2015,55.9,35.1
2016,82.9,42.1
2017,79.0,52.0
2018,66.0,36.0
