YEAR,MAX,MIN
1948,64.4,52.3
1949,66.4,56.3
1950,68.4,52.3
1951,59.4,48.4
1952,46.4,23.4
1953,60.3,42.4
1954,55.4,49.3
1955,77.4,64.4
1956,71.2,48.4
1957,61.3,41.4
1958,75.4,41.4
1959,69.4,57.9
1960,73.9,47.3
1961,77.4,54.0
1962,68.4,45.3
1963,91.4,57.9
1964,52.3,25.3
1965,72.3,46.0
1966,66.0,28.9
1967,62.1,55.0
1968,55.9,48.0
1969,73.0,64.9
1973,68.9,45.0
1974,70.0,55.0
1975,73.0,45.0
1976,66.9,43.0
1977,66.9,37.9
1978,61.0,50.0
1979,56.8,41.0
1980,70.0,28.0
1981,66.0,46.0
1982,87.1,54.0
1983,70.0,46.0
1984,73.0,48.0
1985,57.9,32.0
1986,66.0,37.0
1987,69.1,46.0
1988,55.0,30.0
1989,60.1,43.0
1990,84.9,51.1
1991,57.0,35.1
1992,69.1,36.0
1993,78.1,34.0
1994,73.9,39.9
1995,61.0,54.0
1996,75.9,51.1
1997,84.0,57.0
1998,73.9,55.9
1999,64.9,36.0
2000,57.9,41.0
2001,48.9,33.8
2002,69.1,46.0
2003,61.0,35.1
2004,75.0,31.1
2005,84.0,48.9
2006,60.1,42.1
2007,87.1,62.1
2008,69.1,41.0
2009,62.1,43.0
2010,78.1,39.0
2011,81.0,48.9
2012,50.0,34.0
2013,80.1,50.0
2014,61.0,37.0
2015,71.1,55.0
2016,80.1,57.9
2017,77.0,54.0
2018,70.0,54.0
