YEAR,MAX,MIN
1946,53.4,46.4
1947,80.2,62.4
1948,52.3,18.3
1949,75.4,45.3
1950,83.3,49.3
1951,53.4,48.4
1952,56.3,23.4
1953,83.3,51.3
1954,49.3,34.3
1955,53.4,44.4
1956,74.3,52.3
1957,52.3,36.3
1958,63.3,43.3
1959,59.4,36.0
1960,62.4,43.0
1961,71.4,53.4
1962,72.3,48.4
1963,71.4,58.3
1964,64.0,42.4
1965,80.4,55.4
1966,48.9,44.1
1967,54.0,37.9
1968,66.9,45.0
1969,55.9,36.0
1973,57.9,46.0
1974,46.9,43.0
1975,52.0,46.9
1976,51.1,27.9
1977,66.9,45.0
1978,59.0,43.0
1979,73.0,54.9
1980,70.0,43.0
1981,63.0,41.0
1982,72.0,32.0
1983,61.0,34.0
1984,60.1,41.0
1985,72.0,42.1
1986,57.9,34.0
1987,66.9,39.2
1988,57.9,46.0
1989,46.9,32.0
1990,64.9,39.0
1991,73.9,45.0
1992,48.9,28.0
1993,62.1,36.9
1994,78.1,61.0
1995,73.9,45.0
1996,57.0,44.1
1997,57.0,32.0
1998,66.2,50.0
1999,52.0,35.1
2000,70.0,37.9
2001,64.0,33.1
2002,62.1,36.0
2003,70.0,31.1
2004,54.0,31.1
2005,75.0,41.0
2006,62.6,48.2
2007,77.0,64.4
2008,60.1,43.0
2009,53.1,30.9
2010,64.9,46.9
2011,59.0,41.0
2012,60.8,44.6
2013,53.1,39.0
2014,62.1,45.0
2015,60.1,33.1
2016,82.0,63.0
2017,71.1,46.9
2018,57.9,34.0
