YEAR,MAX,MIN
1947,26.4,19.4
1948,21.4,9.3
1949,34.3,30.4
1950,23.4,16.3
1951,37.4,35.4
1952,33.4,24.4
1953,54.3,42.4
1954,56.3,48.4
1955,51.3,33.4
1956,32.4,17.4
1957,33.4,10.4
1958,30.4,3.4
1959,21.4,-2.9
1960,29.3,4.3
1961,42.4,16.0
1962,24.4,8.1
1963,35.1,-1.7
1964,32.4,20.3
1965,50.0,21.9
1966,17.4,-5.1
1967,35.1,15.1
1968,28.0,7.3
1969,41.4,28.0
1973,36.0,33.1
1974,48.9,25.9
1975,39.0,21.9
1976,55.0,28.9
1977,32.0,14.0
1978,26.1,7.9
1979,32.0,9.9
1980,41.0,35.1
1981,61.0,29.8
1982,45.0,30.0
1983,60.1,33.1
1984,46.9,27.0
1985,39.9,10.0
1986,39.9,32.0
1987,46.9,17.1
1988,39.9,15.1
1989,33.1,23.0
1990,33.1,7.0
1991,45.0,28.0
1992,46.9,32.0
1993,32.0,5.0
1994,60.1,39.9
1995,50.0,30.9
1996,53.1,34.0
1997,44.6,24.8
1998,42.8,35.6
1999,28.9,19.9
2000,33.1,23.0
2001,42.1,26.1
2002,54.0,37.0
2003,50.0,25.0
2004,45.0,27.1
2005,41.0,22.1
2006,32.0,1.0
2007,45.0,30.0
2008,19.0,3.9
2009,28.0,10.9
2010,42.1,21.0
2011,36.0,25.0
2012,45.0,21.9
2013,30.0,8.1
2014,44.1,32.0
2015,17.1,-7.1
2016,62.1,41.0
2017,70.0,35.1
2018,66.0,37.9
