YEAR,MAX,MIN
1947,39.4,29.3
1948,25.3,10.4
1949,33.4,21.4
1950,43.3,37.4
1951,37.4,30.4
1952,35.4,10.4
1953,49.3,29.3
1954,21.4,-0.6
1955,29.3,19.4
1956,44.4,22.5
1957,17.4,0.3
1958,39.4,13.5
1959,41.4,19.4
1960,55.9,37.0
1961,52.3,28.9
1962,32.4,19.0
1963,10.4,-7.1
1964,27.3,9.3
1965,25.0,6.1
1966,37.4,17.4
1967,44.1,32.0
1968,33.4,25.0
1969,27.3,12.0
1973,37.0,23.0
1974,21.9,-8.1
1975,12.0,3.0
1976,37.0,27.0
1977,23.0,-6.2
1978,27.0,12.9
1979,30.9,18.0
1980,39.0,20.8
1981,33.1,16.0
1982,23.0,-0.9
1983,37.0,10.9
1984,26.1,12.9
1985,28.0,-0.9
1986,39.0,10.9
1987,44.1,24.1
1988,39.9,7.0
1989,42.1,18.0
1990,32.0,14.0
1991,28.9,16.0
1992,39.9,33.1
1993,35.1,25.0
1994,34.0,14.0
1995,46.9,33.1
1996,43.0,21.0
1997,9.3,-3.3
1998,21.9,-0.9
1999,27.0,19.0
2000,35.1,23.0
2001,37.0,23.2
2002,42.1,24.1
2003,32.0,10.0
2004,39.0,26.1
2005,62.1,30.0
2006,57.0,33.1
2007,48.0,28.9
2008,41.0,25.2
2009,28.9,3.0
2010,35.1,19.0
2011,26.1,19.0
2012,37.0,17.1
2013,34.0,19.9
2014,45.0,29.1
2015,28.0,14.0
2016,21.0,-2.0
2017,28.0,16.0
2018,23.0,6.1
