YEAR,MAX,MIN
1947,72.3,59.4
1948,62.4,36.3
1949,68.4,56.3
1950,52.3,35.4
1951,86.4,66.4
1952,60.3,47.3
1953,73.4,55.4
1954,82.4,64.4
1955,71.2,56.3
1956,67.3,48.4
1957,62.4,47.3
1958,78.3,49.3
1959,60.4,55.0
1960,68.4,43.0
1961,69.4,44.1
1962,66.4,54.0
1963,73.4,41.0
1964,72.0,43.3
1965,57.4,33.4
1966,70.0,54.0
1967,86.0,66.0
1968,57.4,35.1
1969,80.1,61.0
1973,77.0,60.1
1974,78.1,48.9
1975,73.9,45.0
1976,82.9,54.0
1977,69.1,43.0
1978,68.0,46.9
1979,61.0,43.0
1980,51.1,36.0
1981,68.0,48.0
1982,75.9,41.0
1983,80.1,59.0
1984,75.0,37.9
1985,68.0,37.0
1986,73.9,53.1
1987,68.0,30.9
1988,64.0,37.0
1989,61.0,32.0
1990,81.0,46.9
1991,72.0,53.1
1992,66.0,51.1
1993,71.1,53.1
1994,63.0,53.1
1995,71.1,46.9
1996,57.0,37.0
1997,79.0,69.1
1998,62.1,55.0
1999,54.0,41.0
2000,73.0,44.1
2001,78.1,51.1
2002,72.0,57.9
2003,57.9,39.0
2004,70.0,36.0
2005,87.1,70.0
2006,82.0,55.0
2007,82.0,51.1
2008,61.0,37.9
2009,59.0,46.4
2010,60.1,37.9
2011,75.9,43.0
2012,77.0,53.1
2013,78.1,60.1
2014,48.0,35.1
2015,57.0,48.0
2016,75.0,57.0
2017,78.1,64.9
2018,88.0,52.0
