YEAR,MAX,MIN
1947,90.3,77.4
1948,86.4,68.4
1949,87.3,74.3
1950,82.4,60.3
1951,88.3,65.3
1952,85.3,71.2
1953,87.3,73.4
1954,86.4,58.3
1955,99.3,74.3
1956,88.3,59.4
1957,80.2,63.3
1958,89.2,59.4
1959,83.3,57.0
1960,84.4,70.0
1961,83.3,58.3
1962,75.4,48.9
1963,87.4,66.9
1964,87.4,57.9
1965,84.0,57.9
1966,90.0,68.0
1967,80.1,64.9
1968,86.4,57.0
1969,82.9,70.0
1973,88.9,72.0
1974,86.0,62.1
1975,82.0,62.1
1976,88.0,65.8
1977,79.0,56.8
1978,84.9,69.1
1979,80.1,65.8
1980,89.1,64.0
1981,81.0,64.9
1982,91.0,68.0
1983,86.0,64.0
1984,75.9,61.0
1985,84.9,63.0
1986,86.0,64.9
1987,95.0,72.0
1988,86.0,64.9
1989,88.0,70.0
1990,84.9,60.1
1991,78.1,53.1
1992,82.0,61.0
1993,88.0,66.9
1994,84.0,54.0
1995,91.9,70.0
1996,81.0,57.9
1997,96.1,80.1
1998,82.0,57.9
1999,88.0,72.0
2000,84.0,57.0
2001,78.1,66.9
2002,88.0,64.9
2003,82.9,59.0
2004,73.9,60.1
2005,89.1,66.0
2006,90.0,73.0
2007,84.9,66.0
2008,84.0,61.0
2009,82.0,63.0
2010,84.0,61.0
2011,88.0,71.1
2012,99.0,70.0
2013,81.0,57.0
2014,84.0,55.0
2015,91.0,64.0
2016,89.1,69.1
2017,84.9,64.9
2018,90.0,66.9
