YEAR,MAX,MIN
1947,58.3,48.4
1948,69.3,53.4
1949,89.2,68.4
1950,79.3,56.3
1951,74.3,60.3
1952,73.4,59.4
1953,88.3,66.4
1954,88.3,72.3
1955,58.3,49.3
1956,93.4,68.4
1957,78.3,62.4
1958,70.3,47.3
1959,88.3,67.3
1960,61.0,55.0
1961,89.4,68.0
1962,69.4,46.4
1963,71.4,46.0
1964,87.4,61.0
1965,77.0,52.0
1966,77.0,63.0
1967,86.0,72.0
1968,78.1,48.4
1969,87.4,75.0
1973,90.9,72.9
1974,73.9,50.0
1975,77.0,60.1
1976,93.9,65.8
1977,81.0,57.9
1978,88.9,62.1
1979,77.9,54.0
1980,79.0,41.0
1981,80.1,51.1
1982,77.0,59.0
1983,93.0,59.9
1984,91.0,53.1
1985,55.9,45.0
1986,84.9,57.0
1987,93.0,63.0
1988,90.0,46.9
1989,75.9,62.1
1990,88.0,68.0
1991,82.9,60.1
1992,86.0,51.1
1993,79.0,55.0
1994,84.9,51.1
1995,72.0,48.9
1996,79.0,52.0
1997,75.9,64.0
1998,84.0,64.0
1999,81.0,68.0
2000,62.1,53.1
2001,87.1,63.0
2002,82.9,57.0
2003,68.0,53.1
2004,80.1,61.0
2005,88.0,72.0
2006,69.1,51.1
2007,86.0,57.9
2008,91.0,61.0
2009,73.9,48.9
2010,87.1,62.6
2011,64.0,50.0
2012,90.0,63.0
2013,86.0,66.9
2014,79.0,57.0
2015,72.0,57.9
2016,91.0,62.1
2017,95.0,73.0
2018,80.1,62.1
