YEAR,MAX,MIN
1947,25.3,1.4
1948,13.5,-3.6
1949,25.3,4.5
1950,38.3,34.3
1951,30.4,2.5
1952,35.4,19.4
1953,35.4,31.3
1954,22.5,15.4
1955,33.4,13.5
1956,15.4,-0.6
1957,56.3,25.3
1958,32.4,21.4
1959,16.0,-5.1
1960,20.3,6.1
1961,10.4,-7.1
1962,26.1,5.4
1963,19.4,-5.6
1964,55.4,36.0
1965,42.1,35.1
1966,30.4,20.3
1967,52.0,36.0
1968,39.4,28.9
1969,46.4,37.0
1973,42.1,32.0
1974,36.0,34.0
1975,37.0,19.9
1976,26.1,12.0
1977,25.0,-1.1
1978,20.8,-6.2
1979,32.9,14.0
1980,33.1,24.1
1981,46.0,23.9
1982,28.0,16.9
1983,37.0,27.0
1984,23.0,1.9
1985,19.9,10.9
1986,54.0,30.0
1987,28.9,15.1
1988,30.9,25.0
1989,50.0,17.1
1990,41.0,21.9
1991,17.1,-2.9
1992,41.0,25.0
1993,39.0,30.0
1994,35.1,14.0
1995,26.1,19.0
1996,43.0,16.0
1997,46.4,30.6
1998,33.8,30.2
1999,45.0,37.0
2000,24.8,1.9
2001,28.9,6.1
2002,55.0,25.0
2003,18.0,6.1
2004,35.1,3.0
2005,24.1,16.0
2006,36.0,18.0
2007,30.9,26.1
2008,28.9,8.1
2009,33.1,12.9
2010,35.1,30.2
2011,17.1,-2.0
2012,35.1,15.8
2013,10.9,-0.9
2014,15.1,0.0
2015,33.1,28.0
2016,30.2,18.0
2017,59.0,37.9
2018,54.0,36.0
