YEAR,MAX,MIN
1946,74.3,59.0
1947,57.4,50.4
1948,76.3,41.4
1949,56.3,44.4
1950,83.3,50.4
1951,55.4,44.4
1952,64.4,35.4
1953,64.4,33.4
1954,38.3,27.3
1955,40.3,35.4
1956,72.3,54.3
1957,56.3,42.4
1958,60.3,32.4
1959,49.3,39.9
1960,62.4,51.1
1961,66.9,45.3
1962,59.4,41.4
1963,58.3,27.0
1964,58.3,24.4
1965,69.4,44.1
1966,51.1,21.9
1967,57.9,52.0
1968,56.3,27.3
1969,55.9,39.0
1973,59.0,45.9
1974,75.0,62.1
1975,52.0,30.9
1976,55.9,41.9
1977,61.0,36.9
1978,69.1,39.9
1979,68.9,41.9
1980,53.1,23.9
1981,73.9,42.1
1982,66.0,46.9
1983,54.0,32.0
1984,61.0,30.0
1985,57.9,36.0
1986,60.1,35.1
1987,72.0,30.9
1988,44.1,21.0
1989,75.0,54.0
1990,72.0,51.1
1991,70.0,37.0
1992,48.0,42.1
1993,39.0,29.8
1994,64.9,36.0
1995,53.1,34.0
1996,63.0,39.0
1997,61.0,39.9
1998,64.9,57.2
1999,78.1,45.0
2000,63.0,36.0
2001,60.1,44.1
2002,48.0,42.1
2003,70.0,39.0
2004,73.9,51.8
2005,64.9,28.2
2006,70.0,33.1
2007,66.0,39.0
2008,62.1,30.9
2009,66.9,46.9
2010,63.0,31.1
2011,57.0,33.1
2012,51.1,36.0
2013,59.0,42.1
2014,51.1,32.0
2015,55.9,36.0
2016,71.1,50.0
2017,50.0,34.0
2018,64.0,39.9
