YEAR,MAX,MIN
1946,56.3,30.4
1947,42.4,27.3
1948,49.3,31.3
1949,48.4,34.3
1950,53.4,25.3
1951,56.3,40.3
1952,60.3,41.4
1953,68.4,36.3
1954,56.3,35.4
1955,53.4,36.3
1956,71.2,50.4
1957,55.4,46.4
1958,71.4,57.0
1959,28.9,13.3
1960,69.4,48.4
1961,46.4,38.3
1962,61.3,27.3
1963,48.4,27.3
1964,70.3,37.0
1965,41.4,20.3
1966,46.0,28.9
1967,46.4,28.4
1968,54.3,37.0
1969,30.9,21.9
1973,64.0,39.9
1974,32.0,24.1
1975,41.0,21.9
1976,39.9,14.9
1977,53.1,32.0
1978,63.9,30.9
1979,42.1,23.0
1980,61.0,37.9
1981,61.0,25.9
1982,30.0,19.9
1983,46.9,24.1
1984,53.1,21.0
1985,46.9,35.1
1986,34.0,6.1
1987,61.0,34.0
1988,55.0,36.0
1989,73.0,45.0
1990,66.0,27.0
1991,57.0,35.1
1992,36.0,19.9
1993,48.9,43.0
1994,64.9,48.9
1995,36.0,18.0
1996,33.1,17.1
1997,37.9,33.8
1998,57.9,41.0
1999,71.1,37.0
2000,35.6,28.4
2001,63.0,39.9
2002,55.9,36.0
2003,48.9,23.0
2004,50.0,26.1
2005,61.0,28.0
2006,44.1,34.0
2007,60.1,33.1
2008,55.0,46.0
2009,63.0,33.1
2010,46.9,37.4
2011,70.0,36.0
2012,45.0,24.3
2013,48.9,20.1
2014,28.9,24.1
2015,57.0,25.0
2016,60.1,35.1
2017,48.9,30.0
2018,36.0,17.1
