YEAR,MAX,MIN
1947,19.4,4.5
1948,24.4,4.5
1949,32.4,-1.7
1950,39.4,35.4
1951,35.4,27.3
1952,32.4,28.4
1953,46.4,32.4
1954,31.3,18.3
1955,33.4,19.4
1956,33.4,27.3
1957,39.4,32.4
1958,33.4,24.4
1959,25.3,-4.0
1960,36.0,30.0
1961,32.4,8.4
1962,16.0,-5.1
1963,46.4,26.1
1964,53.4,30.0
1965,46.9,37.9
1966,40.3,19.4
1967,24.1,16.0
1968,46.4,26.4
1969,31.3,21.0
1973,42.1,35.1
1974,26.1,21.9
1975,34.0,9.0
1976,25.0,12.0
1977,15.1,-7.1
1978,21.9,1.9
1979,24.1,-6.2
1980,28.9,25.0
1981,30.9,19.0
1982,15.1,-14.1
1983,27.0,24.1
1984,26.1,3.0
1985,21.9,0.0
1986,36.0,28.0
1987,46.9,24.1
1988,9.0,-2.0
1989,17.1,-4.0
1990,51.1,30.0
1991,50.0,27.0
1992,41.0,24.1
1993,33.1,23.0
1994,34.0,10.0
1995,19.0,3.0
1996,34.0,1.0
1997,28.9,26.1
1998,41.0,32.0
1999,46.0,33.1
2000,33.1,12.9
2001,36.0,26.1
2002,37.0,10.0
2003,32.0,8.1
2004,30.0,24.1
2005,55.0,37.0
2006,36.0,19.9
2007,10.4,-5.1
2008,39.9,30.0
2009,41.0,-4.0
2010,33.8,24.8
2011,32.0,19.9
2012,45.0,28.9
2013,36.0,6.1
2014,25.0,0.0
2015,30.9,-2.0
2016,41.0,24.1
2017,55.0,21.0
2018,21.0,-2.0
