YEAR,MAX,MIN
1946,40.3,23.4
1947,30.4,13.5
1948,43.3,30.4
1949,38.3,18.3
1950,15.4,-2.6
1951,0.3,-14.6
1952,41.4,23.4
1953,20.3,3.4
1954,36.3,27.3
1955,23.4,3.4
1956,37.4,28.4
1957,45.3,30.4
1958,36.3,0.3
1959,51.4,35.1
1960,29.3,10.0
1961,33.4,23.0
1962,36.3,26.4
1963,15.4,-6.0
1964,44.4,21.9
1965,30.4,21.9
1966,42.1,33.1
1967,40.3,19.0
1968,32.4,18.3
1969,34.0,21.9
1973,27.0,20.8
1974,37.9,33.1
1975,33.1,24.1
1976,41.9,25.0
1977,54.0,29.8
1978,39.0,21.9
1979,45.0,10.9
1980,36.0,21.9
1981,21.9,9.0
1982,37.9,25.0
1983,28.9,10.9
1984,60.1,33.1
1985,28.9,12.9
1986,46.9,21.0
1987,34.0,27.0
1988,27.0,3.9
1989,16.0,-8.0
1990,45.0,33.1
1991,35.1,6.1
1992,55.9,30.9
1993,46.0,33.1
1994,39.0,28.0
1995,42.1,18.0
1996,30.9,26.1
1997,45.0,36.0
1998,43.0,35.6
1999,37.9,21.0
2000,34.0,25.0
2001,45.0,29.1
2002,45.0,30.0
2003,43.0,24.3
2004,43.0,18.0
2005,35.1,19.9
2006,52.0,30.0
2007,30.9,18.0
2008,32.0,6.1
2009,27.0,5.0
2010,27.0,19.0
2011,36.0,26.1
2012,50.0,37.0
2013,23.0,7.0
2014,46.0,35.1
2015,53.1,39.0
2016,19.0,0.0
2017,46.0,21.0
