YEAR,MAX,MIN
1947,77.4,57.4
1948,63.3,55.4
1949,63.3,52.3
1950,59.4,34.3
1951,78.3,59.4
1952,53.4,33.4
1953,69.3,37.4
1954,64.4,50.4
1955,71.2,64.4
1956,67.3,46.4
1957,61.3,42.4
1958,72.3,44.4
1959,71.4,57.0
1960,79.3,55.0
1961,72.3,48.9
1962,67.3,50.4
1963,86.4,45.3
1964,56.3,39.0
1965,60.4,30.4
1966,60.1,41.0
1967,79.0,64.9
1968,61.3,32.4
1969,75.9,57.9
1973,69.1,42.1
1974,77.0,57.0
1975,75.0,42.1
1976,81.9,48.0
1977,68.9,55.9
1978,61.9,53.1
1979,57.0,38.8
1980,53.1,27.9
1981,69.1,45.9
1982,86.0,41.0
1983,70.0,48.9
1984,70.0,37.9
1985,57.0,44.1
1986,66.0,42.1
1987,69.1,52.0
1988,53.1,36.0
1989,61.0,32.0
1990,84.0,46.9
1991,61.0,43.0
1992,66.0,42.1
1993,64.9,34.0
1994,61.0,39.9
1995,69.1,46.9
1996,68.0,39.0
1997,87.1,53.1
1998,70.0,57.2
1999,64.9,36.0
2000,61.0,52.0
2001,51.8,46.4
2002,72.0,46.0
2003,57.9,37.0
2004,60.1,30.9
2005,87.1,69.1
2006,59.0,50.0
2007,84.0,51.1
2008,61.0,37.9
2009,62.1,43.0
2010,68.0,37.9
2011,80.1,43.0
2012,54.0,42.1
2013,80.6,62.1
2014,55.0,37.0
2015,60.1,50.0
2016,80.1,60.1
2017,77.0,54.0
2018,64.0,52.0
