YEAR,MAX,MIN
1947,15.4,5.4
1948,24.4,-6.5
1949,31.3,6.4
1950,39.4,32.4
1951,15.4,-12.6
1952,42.4,19.4
1953,35.4,22.5
1954,45.3,22.5
1955,43.3,30.4
1956,38.3,30.4
1957,39.4,32.4
1958,4.5,-10.7
1959,38.3,24.1
1960,37.9,28.9
1961,42.4,27.0
1962,28.4,18.3
1963,25.3,15.1
1964,31.3,9.0
1965,34.0,28.9
1966,55.4,47.3
1967,36.0,19.9
1968,32.4,3.4
1969,35.4,22.3
1973,21.0,1.9
1974,24.1,1.9
1975,9.0,-7.1
1976,39.9,24.1
1977,41.0,19.9
1978,28.9,20.8
1979,10.9,-6.2
1980,30.0,21.0
1981,24.1,5.0
1982,21.9,0.0
1983,33.1,27.0
1984,46.0,23.0
1985,21.9,-6.0
1986,30.9,8.1
1987,46.0,12.9
1988,23.0,6.1
1989,19.0,-4.0
1990,61.0,34.0
1991,46.0,25.0
1992,28.0,6.1
1993,37.9,25.0
1994,17.1,6.1
1995,35.1,5.0
1996,46.9,30.0
1997,32.0,19.9
1998,46.0,26.1
1999,53.1,36.0
2000,46.9,28.9
2001,54.0,30.0
2002,50.0,29.1
2003,30.0,3.9
2004,30.9,21.9
2005,33.1,24.1
2006,32.0,16.0
2007,17.1,-2.9
2008,37.9,23.2
2009,53.1,25.0
2010,30.0,19.9
2011,19.9,1.0
2012,37.0,21.0
2013,33.1,19.9
2014,19.0,5.0
2015,39.0,24.1
2016,32.0,15.1
2017,32.0,12.9
2018,28.0,7.0
