YEAR,MAX,MIN
1946,58.3,21.4
1947,37.4,32.4
1948,52.3,34.3
1949,43.3,32.4
1950,32.4,13.5
1951,59.4,36.3
1952,40.3,34.3
1953,55.4,33.4
1954,43.3,22.5
1955,45.3,25.3
1956,54.3,31.3
1957,32.4,18.3
1958,42.4,28.4
1959,49.3,37.0
1960,58.3,42.1
1961,62.4,31.3
1962,52.3,35.4
1963,30.4,10.0
1964,33.1,22.3
1965,39.9,32.0
1966,30.0,10.0
1967,48.4,27.0
1968,41.4,35.1
1969,36.0,17.1
1973,61.9,41.9
1974,34.0,28.9
1975,53.1,28.9
1976,21.0,12.9
1977,35.1,11.8
1978,43.0,7.9
1979,43.0,25.0
1980,39.0,10.0
1981,39.9,17.1
1982,62.1,37.9
1983,37.0,18.0
1984,27.0,12.0
1985,34.0,5.0
1986,35.1,25.0
1987,37.9,19.0
1988,54.0,21.9
1989,43.0,15.1
1990,41.0,21.9
1991,30.0,3.0
1992,33.1,21.9
1993,45.0,27.0
1994,55.9,39.0
1995,57.0,28.9
1996,34.0,19.0
1997,36.0,30.0
1998,66.0,55.0
1999,57.0,44.1
2000,37.0,21.0
2001,62.1,42.1
2002,28.0,10.0
2003,39.2,33.8
2004,42.1,24.1
2005,30.0,19.0
2006,26.1,6.1
2007,33.1,21.0
2008,37.9,12.0
2009,37.9,24.1
2010,32.0,19.0
2011,52.0,37.0
2012,70.0,46.0
2013,55.9,37.0
2014,37.0,23.0
2015,46.9,30.2
2016,34.0,28.9
2017,64.9,46.9
2018,35.1,28.9
