YEAR,MAX,MIN
1947,79.3,66.4
1948,89.2,64.0
1949,87.3,60.3
1950,85.3,65.3
1951,87.3,65.3
1952,85.3,68.4
1953,90.3,62.4
1954,82.4,58.3
1955,82.4,66.4
1956,87.3,66.4
1957,75.4,67.3
1958,77.4,58.3
1959,87.4,64.0
1960,83.3,62.1
1961,82.4,64.0
1962,72.3,60.1
1963,87.4,66.9
1964,90.3,69.1
1965,82.9,64.0
1966,79.0,57.9
1967,78.1,51.1
1968,92.3,72.0
1969,91.0,73.0
1973,79.0,55.0
1974,81.0,61.0
1975,90.0,69.1
1976,86.0,65.8
1977,97.9,73.9
1978,84.9,59.0
1979,91.9,64.9
1980,98.1,70.0
1981,81.0,68.0
1982,90.0,66.9
1983,91.9,71.1
1984,89.1,57.0
1985,80.1,57.0
1986,91.9,66.0
1987,79.0,52.0
1988,102.0,70.0
1989,84.0,57.9
1990,81.0,60.1
1991,90.0,54.0
1992,77.0,60.1
1993,82.0,59.0
1994,82.9,63.0
1995,98.1,73.9
1996,88.0,64.9
1997,93.9,71.1
1998,87.1,72.0
1999,91.0,71.1
2000,84.0,62.1
2001,88.0,59.0
2002,91.0,60.1
2003,82.9,59.0
2004,84.9,59.0
2005,93.0,68.0
2006,97.0,73.9
2007,82.0,60.1
2008,90.0,61.0
2009,84.9,64.0
2010,90.0,66.9
2011,89.1,70.0
2012,97.0,71.1
2013,91.9,71.1
2014,72.0,55.0
2015,75.0,57.9
2016,77.0,57.0
2017,81.0,60.1
2018,91.0,72.0
