YEAR,MAX,MIN
1946,70.3,50.4
1947,82.4,54.3
1948,69.3,36.3
1949,62.4,41.4
1950,60.3,52.3
1951,71.2,47.3
1952,54.3,38.3
1953,74.3,38.3
1954,70.3,50.4
1955,59.4,36.3
1956,78.3,62.4
1957,69.3,40.3
1958,81.3,55.4
1959,50.4,37.9
1960,68.4,57.9
1961,53.4,37.4
1962,86.4,61.0
1963,75.9,28.9
1964,70.3,33.4
1965,71.4,39.0
1966,66.9,62.1
1967,70.0,44.1
1968,81.3,64.0
1969,51.1,34.0
1973,75.0,46.9
1974,63.0,52.0
1975,84.0,62.1
1976,70.0,36.9
1977,66.9,37.9
1978,61.9,36.0
1979,62.1,30.9
1980,64.0,45.0
1981,70.0,46.0
1982,63.0,46.0
1983,57.9,33.1
1984,70.0,60.1
1985,66.9,46.9
1986,46.9,34.0
1987,66.9,33.1
1988,72.0,44.1
1989,84.9,41.0
1990,64.0,39.9
1991,60.1,34.0
1992,63.0,52.0
1993,64.0,28.0
1994,68.0,41.0
1995,82.9,46.0
1996,72.0,54.0
1997,50.0,37.9
1998,57.0,39.0
1999,66.9,35.1
2000,78.1,54.0
2001,64.9,48.0
2002,57.0,30.0
2003,73.0,41.0
2004,62.1,50.0
2005,75.9,48.0
2006,50.0,32.0
2007,61.0,39.9
2008,77.0,54.0
2009,48.0,34.0
2010,66.0,43.0
2011,66.0,48.0
2012,71.1,43.0
2013,64.0,42.1
2014,66.9,55.9
2015,63.0,42.1
2016,66.0,37.9
2017,73.0,55.0
2018,54.0,32.0
