YEAR,MAX,MIN
1947,81.3,68.4
1948,80.2,55.4
1949,90.3,68.4
1950,80.2,65.3
1951,86.4,60.3
1952,80.2,56.3
1953,72.3,56.3
1954,81.3,63.3
1955,77.4,70.3
1956,87.3,62.4
1957,73.4,55.4
1958,84.4,63.3
1959,80.4,64.0
1960,86.4,59.4
1961,83.3,66.9
1962,83.3,57.9
1963,86.4,63.3
1964,92.3,68.4
1965,91.0,73.0
1966,90.0,68.0
1967,86.0,70.0
1968,86.4,70.0
1969,82.0,71.1
1973,86.0,72.0
1974,78.1,57.9
1975,84.0,71.1
1976,91.9,70.0
1977,88.0,68.0
1978,78.1,54.9
1979,93.9,73.9
1980,82.9,56.8
1981,84.9,57.0
1982,88.0,61.0
1983,87.1,62.1
1984,89.1,70.0
1985,89.1,57.0
1986,90.0,63.0
1987,91.9,72.0
1988,91.0,59.0
1989,88.0,63.0
1990,81.0,57.9
1991,84.9,59.0
1992,73.0,59.9
1993,84.9,66.9
1994,86.0,64.9
1995,89.1,64.9
1996,82.4,66.0
1997,82.9,62.1
1998,81.0,63.0
1999,93.0,72.0
2000,79.0,52.0
2001,91.9,68.0
2002,84.0,63.0
2003,80.1,54.0
2004,73.0,55.0
2005,102.0,64.0
2006,88.0,60.1
2007,82.9,60.1
2008,82.0,59.0
2009,82.9,61.0
2010,93.9,69.1
2011,87.1,70.0
2012,97.0,69.1
2013,72.0,61.0
2014,75.0,57.0
2015,84.9,63.0
2016,93.0,70.0
2017,73.0,66.0
2018,88.0,64.9
