YEAR,MAX,MIN
1947,24.4,10.4
1948,46.4,27.3
1949,35.4,29.3
1950,29.3,-0.6
1951,47.3,34.3
1952,38.3,21.4
1953,45.3,34.3
1954,37.4,33.4
1955,43.3,36.3
1956,42.4,27.3
1957,30.4,24.4
1958,45.3,36.3
1959,50.4,28.4
1960,27.3,8.1
1961,39.4,25.3
1962,33.4,21.9
1963,23.4,1.9
1964,31.3,3.0
1965,45.0,18.0
1966,42.4,25.0
1967,33.1,28.0
1968,33.4,19.9
1969,38.3,26.1
1973,41.0,21.9
1974,46.9,35.1
1975,35.1,19.0
1976,71.1,39.0
1977,34.9,25.9
1978,28.9,7.9
1979,39.9,11.8
1980,30.0,19.9
1981,50.0,29.8
1982,37.0,14.0
1983,44.1,16.0
1984,36.0,25.0
1985,41.0,21.0
1986,36.0,21.9
1987,44.1,30.9
1988,57.9,21.9
1989,35.1,10.9
1990,39.9,14.0
1991,30.0,12.0
1992,46.9,28.0
1993,28.9,5.9
1994,27.0,-5.1
1995,33.1,27.9
1996,50.0,37.9
1997,36.0,33.1
1998,55.9,46.0
1999,48.0,39.0
2000,64.0,41.0
2001,39.9,21.9
2002,32.0,17.1
2003,30.9,10.4
2004,44.1,26.6
2005,39.9,25.0
2006,37.9,16.0
2007,33.1,28.4
2008,32.0,15.1
2009,53.6,21.9
2010,33.1,17.1
2011,36.0,24.1
2012,53.1,16.2
2013,36.0,32.0
2014,18.0,1.0
2015,19.0,-2.0
2016,54.0,26.1
2017,54.0,21.2
2018,62.1,28.2
