YEAR,MAX,MIN
1947,17.4,2.5
1948,26.4,12.4
1949,29.3,2.5
1950,35.4,30.4
1951,30.4,-3.6
1952,39.4,18.3
1953,37.4,33.4
1954,37.4,17.4
1955,34.3,8.4
1956,39.4,31.3
1957,35.4,32.4
1958,22.5,2.5
1959,39.4,14.0
1960,32.0,26.4
1961,34.3,6.1
1962,21.4,-2.0
1963,37.9,23.4
1964,37.9,17.4
1965,46.9,42.1
1966,43.3,22.3
1967,19.9,14.0
1968,37.0,25.0
1969,35.4,30.0
1973,35.1,21.9
1974,27.0,19.9
1975,24.1,-0.9
1976,28.9,7.0
1977,16.0,-10.1
1978,21.0,7.9
1979,25.0,8.1
1980,28.0,18.9
1981,34.0,16.9
1982,21.0,1.0
1983,27.0,16.0
1984,21.0,1.0
1985,19.0,-2.0
1986,33.1,23.0
1987,50.0,26.1
1988,26.1,-2.0
1989,21.0,-4.0
1990,46.0,30.0
1991,37.9,30.0
1992,41.0,26.1
1993,37.0,26.1
1994,34.0,6.1
1995,19.9,3.0
1996,44.1,30.9
1997,28.0,23.0
1998,39.9,28.9
1999,39.0,33.1
2000,37.0,12.9
2001,36.0,17.1
2002,39.9,21.9
2003,32.0,8.1
2004,30.0,24.1
2005,46.9,36.0
2006,36.0,19.9
2007,10.9,-5.1
2008,34.0,24.1
2009,55.9,39.0
2010,30.9,23.0
2011,32.0,19.0
2012,36.0,30.0
2013,35.1,30.9
2014,14.0,-4.0
2015,41.0,12.9
2016,43.0,25.0
2017,50.0,41.0
2018,21.0,3.0
