YEAR,MAX,MIN
1947,68.4,45.3
1948,64.4,54.3
1949,88.3,65.3
1950,66.4,51.3
1951,80.2,62.4
1952,82.4,66.4
1953,98.2,72.3
1954,93.4,72.3
1955,85.3,64.4
1956,87.3,68.4
1957,78.3,55.4
1958,72.3,58.3
1959,82.4,50.4
1960,76.3,58.3
1961,84.4,52.3
1962,82.9,52.3
1963,82.4,62.4
1964,89.4,68.4
1965,81.0,51.1
1966,81.0,57.0
1967,75.9,63.0
1968,80.4,53.4
1969,82.4,60.4
1973,82.9,64.9
1974,80.1,68.0
1975,87.1,72.0
1976,83.8,59.0
1977,84.0,63.9
1978,79.0,56.8
1979,84.0,55.9
1980,79.0,52.0
1981,82.9,60.1
1982,70.0,52.0
1983,78.1,59.0
1984,84.9,61.0
1985,71.1,46.9
1986,91.0,66.9
1987,95.0,64.9
1988,93.0,71.1
1989,82.0,61.0
1990,82.9,52.0
1991,87.1,57.0
1992,82.9,51.1
1993,84.9,53.1
1994,93.9,66.9
1995,93.0,71.1
1996,79.0,66.9
1997,84.0,55.9
1998,84.0,64.0
1999,75.0,59.0
2000,80.1,52.0
2001,91.0,64.0
2002,84.9,64.0
2003,68.0,59.0
2004,80.1,54.0
2005,78.1,52.0
2006,87.1,66.9
2007,79.0,66.2
2008,81.0,52.0
2009,86.0,61.0
2010,90.0,66.0
2011,84.0,61.0
2012,95.0,69.1
2013,75.0,54.0
2014,82.0,59.0
2015,79.0,54.0
2016,89.1,57.9
2017,80.1,63.0
2018,95.0,63.0
