YEAR,MAX,MIN
1947,68.4,46.4
1948,71.2,48.4
1949,58.3,42.4
1950,72.3,60.3
1951,54.3,36.3
1952,88.3,49.3
1953,88.3,46.4
1954,74.3,55.4
1955,69.3,47.3
1956,80.2,46.4
1957,60.3,37.4
1958,67.3,40.3
1959,77.4,64.4
1960,75.4,48.0
1961,56.3,33.1
1962,64.4,41.4
1963,87.4,53.4
1964,62.4,32.4
1965,72.3,48.0
1966,66.9,44.1
1967,52.0,44.1
1968,70.3,43.3
1969,66.9,42.1
1973,79.9,63.0
1974,71.1,62.1
1975,73.0,41.0
1976,68.0,41.0
1977,72.0,50.9
1978,68.0,43.0
1979,82.9,50.9
1980,69.1,48.9
1981,72.0,38.8
1982,75.9,48.0
1983,81.0,48.9
1984,55.9,36.0
1985,75.0,37.0
1986,86.0,64.9
1987,89.1,55.9
1988,81.0,57.9
1989,73.0,37.0
1990,84.0,46.9
1991,63.0,34.0
1992,69.1,50.0
1993,59.0,43.0
1994,64.0,50.0
1995,81.0,52.9
1996,60.1,46.9
1997,69.1,59.0
1998,73.0,53.1
1999,64.0,53.6
2000,68.0,46.9
2001,62.1,45.0
2002,73.9,50.0
2003,61.0,46.0
2004,75.9,45.0
2005,73.9,46.9
2006,66.9,46.9
2007,75.0,48.9
2008,73.0,53.1
2009,73.9,50.0
2010,71.1,46.0
2011,63.0,53.1
2012,66.9,46.0
2013,84.0,52.0
2014,79.0,53.1
2015,77.0,61.0
2016,70.0,50.0
2017,73.9,53.1
2018,70.0,48.0
