YEAR,MAX,MIN
1947,59.4,44.4
1948,80.2,44.4
1949,61.3,50.4
1950,57.4,45.3
1951,57.4,47.3
1952,80.2,55.4
1953,75.4,46.4
1954,73.4,51.3
1955,81.3,65.3
1956,73.4,52.3
1957,60.3,50.4
1958,83.3,60.3
1959,83.3,66.0
1960,72.0,54.3
1961,70.3,34.0
1962,59.4,50.4
1963,70.0,52.3
1964,75.9,46.4
1965,69.1,52.0
1966,84.0,66.9
1967,87.1,66.0
1968,66.9,54.3
1969,87.4,62.1
1973,68.0,55.0
1974,71.1,43.0
1975,73.9,54.0
1976,75.9,45.9
1977,83.8,56.8
1978,88.0,66.9
1979,70.0,41.9
1980,84.9,41.9
1981,75.0,56.8
1982,75.9,52.0
1983,66.0,34.0
1984,64.0,44.1
1985,84.0,51.1
1986,64.0,54.0
1987,88.0,61.0
1988,82.9,42.1
1989,72.0,46.0
1990,72.0,54.0
1991,88.0,66.0
1992,63.0,33.1
1993,78.1,45.0
1994,66.0,35.1
1995,68.0,44.1
1996,60.1,48.0
1997,64.0,48.0
1998,82.0,52.0
1999,81.0,46.9
2000,71.1,53.1
2001,61.0,37.9
2002,78.1,37.0
2003,75.0,46.0
2004,78.1,48.0
2005,75.0,54.0
2006,87.1,59.0
2007,75.0,48.9
2008,81.0,42.1
2009,73.9,53.1
2010,87.1,64.0
2011,57.9,39.9
2012,97.0,62.1
2013,68.0,44.1
2014,87.1,61.0
2015,73.9,64.0
2016,82.9,62.1
2017,78.1,52.0
2018,97.0,70.0
