YEAR,MAX,MIN
1947,35.4,28.0
1948,25.3,9.3
1949,12.4,-4.5
1950,21.4,4.5
1951,1.4,-21.6
1952,24.4,2.5
1953,36.3,11.3
1954,36.3,16.3
1955,17.4,-3.6
1956,27.3,13.5
1957,15.4,-7.6
1958,27.3,20.3
1959,35.4,7.3
1960,33.4,28.4
1961,21.4,0.3
1962,36.3,-0.6
1963,10.9,-5.6
1964,44.4,18.3
1965,1.9,-11.0
1966,4.3,-18.6
1967,30.0,26.1
1968,40.3,32.0
1969,48.0,24.4
1973,35.1,21.9
1974,54.0,37.0
1975,32.0,25.0
1976,30.9,19.9
1977,9.0,-1.1
1978,14.0,-9.0
1979,28.9,9.9
1980,21.0,5.0
1981,32.0,12.9
1982,34.0,27.0
1983,41.0,27.0
1984,27.0,18.0
1985,28.9,19.0
1986,21.0,0.0
1987,34.0,25.0
1988,55.0,46.0
1989,46.0,35.1
1990,45.0,21.0
1991,25.0,6.1
1992,37.0,27.0
1993,35.1,9.0
1994,27.0,17.1
1995,34.0,12.0
1996,8.1,1.9
1997,23.0,10.0
1998,33.8,30.0
1999,43.0,26.1
2000,48.9,24.1
2001,42.1,29.1
2002,33.8,28.4
2003,41.0,12.9
2004,3.9,-9.0
2005,35.1,19.9
2006,50.0,32.0
2007,25.0,8.1
2008,30.0,-2.0
2009,30.0,7.0
2010,25.0,5.0
2011,33.1,26.1
2012,53.1,21.0
2013,55.4,28.4
2014,32.0,17.1
2015,35.1,19.0
2016,46.0,21.9
2017,30.0,15.1
2018,30.0,15.1
