YEAR,MAX,MIN
1947,27.3,22.5
1948,29.3,24.4
1949,31.3,11.3
1950,30.4,17.4
1951,42.4,27.3
1952,35.4,18.3
1953,36.3,19.4
1954,38.3,23.4
1955,45.3,32.4
1956,57.4,35.4
1957,43.3,26.4
1958,35.4,30.4
1959,42.4,28.0
1960,23.4,0.0
1961,49.3,28.0
1962,17.4,-8.0
1963,34.3,3.4
1964,49.3,34.0
1965,57.0,39.9
1966,49.3,28.4
1967,30.9,8.1
1968,51.4,15.1
1969,41.4,25.0
1973,48.9,37.0
1974,54.0,26.1
1975,28.0,15.1
1976,42.1,35.1
1977,36.9,19.9
1978,29.8,16.0
1979,41.9,32.9
1980,19.0,0.0
1981,46.0,32.0
1982,45.0,19.0
1983,55.9,23.0
1984,36.0,17.1
1985,45.0,37.0
1986,39.0,8.1
1987,45.0,34.0
1988,52.0,30.0
1989,30.0,10.9
1990,39.0,16.0
1991,50.0,28.0
1992,70.0,21.9
1993,43.0,26.1
1994,32.0,15.1
1995,32.0,10.0
1996,36.0,10.0
1997,55.4,37.9
1998,39.9,32.0
1999,44.1,32.0
2000,64.0,42.1
2001,42.1,10.9
2002,30.9,15.1
2003,39.9,12.9
2004,62.1,36.0
2005,33.1,19.0
2006,41.0,26.1
2007,45.0,28.2
2008,37.9,21.0
2009,27.0,17.1
2010,37.9,30.0
2011,43.0,21.9
2012,39.9,35.6
2013,35.1,26.1
2014,30.9,5.0
2015,25.0,10.0
2016,33.1,21.0
2017,60.1,32.0
2018,59.0,37.0
