YEAR,MAX,MIN
1947,83.3,44.4
1948,70.3,52.3
1949,71.2,45.3
1950,73.4,52.3
1951,83.3,56.3
1952,64.4,51.3
1953,65.3,40.3
1954,77.4,42.4
1955,73.4,41.4
1956,65.3,53.4
1957,73.4,43.3
1958,81.3,59.4
1959,55.4,39.0
1960,82.4,55.9
1961,78.1,48.4
1962,89.4,71.1
1963,55.9,41.0
1964,81.3,45.0
1965,80.1,66.0
1966,57.9,43.0
1967,55.0,44.1
1968,82.4,60.1
1969,78.4,52.0
1973,63.0,39.9
1974,68.0,48.9
1975,73.0,48.9
1976,66.9,54.0
1977,82.0,52.9
1978,57.9,46.9
1979,66.9,45.9
1980,61.0,41.0
1981,66.0,45.0
1982,91.9,60.1
1983,64.0,44.1
1984,69.1,36.0
1985,86.0,54.0
1986,69.1,50.0
1987,84.0,46.9
1988,81.0,66.0
1989,66.9,45.0
1990,66.0,46.9
1991,87.1,57.0
1992,77.0,42.1
1993,80.1,43.0
1994,77.0,51.1
1995,75.0,46.9
1996,62.1,37.9
1997,51.1,39.0
1998,86.0,64.9
1999,71.1,48.0
2000,70.0,39.9
2001,88.0,42.1
2002,75.0,39.9
2003,59.0,46.0
2004,54.0,46.4
2005,64.0,43.0
2006,62.1,42.1
2007,90.0,55.9
2008,64.0,43.0
2009,68.0,52.0
2010,66.0,46.9
2011,53.1,41.0
2012,86.0,60.1
2013,84.2,70.0
2014,55.9,41.0
2015,75.9,43.0
2016,55.0,35.1
2017,82.0,50.0
2018,82.9,53.1
