YEAR,MAX,MIN
1946,55.4,38.3
1947,32.4,28.4
1948,41.4,29.3
1949,34.3,26.4
1950,5.4,-2.6
1951,28.4,19.4
1952,40.3,30.4
1953,43.3,35.4
1954,41.4,33.4
1955,36.3,16.3
1956,29.3,15.4
1957,44.4,28.4
1958,44.1,33.4
1959,39.0,23.4
1960,47.3,34.0
1961,50.4,30.0
1962,46.9,21.0
1963,42.4,18.0
1964,49.3,28.0
1965,42.4,28.0
1966,66.0,54.0
1967,49.3,33.1
1968,53.4,32.4
1969,51.1,30.0
1973,59.0,43.9
1974,61.0,36.0
1975,41.0,28.0
1976,39.0,19.9
1977,39.0,32.0
1978,43.9,29.8
1979,53.1,28.0
1980,43.9,34.0
1981,42.1,33.1
1982,39.0,14.0
1983,35.1,26.1
1984,54.0,23.0
1985,36.0,10.9
1986,43.0,26.1
1987,51.1,35.1
1988,57.9,33.1
1989,44.1,10.0
1990,52.0,30.9
1991,27.0,24.1
1992,41.0,37.0
1993,55.0,39.0
1994,46.9,28.0
1995,34.0,12.9
1996,37.9,33.1
1997,34.0,16.0
1998,57.0,35.1
1999,63.0,37.0
2000,45.0,19.0
2001,63.0,55.0
2002,41.0,28.4
2003,43.0,21.0
2004,51.1,33.1
2005,44.1,16.0
2006,60.1,30.2
2007,37.9,21.9
2008,45.0,20.1
2009,50.0,39.9
2010,39.0,25.0
2011,50.0,34.0
2012,42.1,25.0
2013,27.0,10.9
2014,52.0,27.0
2015,41.0,21.0
2016,44.6,37.0
2017,63.0,32.0
2018,51.1,34.0
