YEAR,MAX,MIN
1947,34.3,13.5
1948,49.3,28.4
1949,51.3,36.3
1950,34.3,22.5
1951,42.4,33.4
1952,36.3,20.3
1953,45.3,8.4
1954,61.3,31.3
1955,38.3,28.4
1956,32.4,17.4
1957,38.3,22.5
1958,11.3,-5.6
1959,26.1,6.4
1960,26.4,17.4
1961,60.4,29.3
1962,31.3,26.1
1963,48.4,29.3
1964,37.4,19.9
1965,41.0,27.0
1966,28.4,19.4
1967,28.9,21.0
1968,30.4,7.0
1969,41.4,19.4
1973,30.0,19.9
1974,48.9,30.9
1975,35.1,32.0
1976,52.0,39.0
1977,44.1,28.9
1978,21.9,-2.0
1979,12.0,5.9
1980,33.1,7.0
1981,61.0,39.0
1982,37.0,30.9
1983,37.0,32.0
1984,43.0,35.1
1985,37.9,19.9
1986,39.9,28.0
1987,41.0,21.0
1988,43.0,18.0
1989,28.0,9.0
1990,39.9,12.0
1991,42.1,28.0
1992,44.1,35.1
1993,19.9,-2.9
1994,55.9,34.0
1995,55.0,19.0
1996,28.9,9.0
1997,55.0,39.9
1998,39.9,37.4
1999,37.0,21.0
2000,35.1,18.0
2001,27.0,6.8
2002,50.0,25.0
2003,37.0,21.9
2004,43.0,16.0
2005,27.0,10.9
2006,24.1,-7.1
2007,26.1,14.0
2008,46.9,10.0
2009,43.0,26.2
2010,39.0,26.1
2011,55.9,36.0
2012,48.9,28.2
2013,52.0,10.0
2014,46.0,16.0
2015,19.0,1.9
2016,42.1,21.0
2017,70.0,44.1
2018,37.9,12.0
