YEAR,MAX,MIN
1947,91.2,75.4
1948,92.3,71.2
1949,81.3,64.4
1950,78.3,66.4
1951,84.4,63.3
1952,92.3,62.4
1953,95.4,63.3
1954,84.4,64.4
1955,96.3,74.3
1956,85.3,69.3
1957,74.3,62.4
1958,85.3,64.4
1959,91.4,71.4
1960,89.4,71.1
1961,91.4,66.4
1962,89.4,59.4
1963,82.4,64.0
1964,81.0,61.3
1965,72.0,48.0
1966,84.0,63.0
1967,78.1,48.0
1968,75.4,52.0
1969,86.0,69.1
1973,91.0,75.0
1974,73.0,57.0
1975,84.9,71.1
1976,88.0,61.9
1977,91.9,75.0
1978,82.9,72.0
1979,79.9,59.0
1980,93.9,68.9
1981,82.9,65.8
1982,71.1,43.0
1983,91.9,68.0
1984,93.9,64.9
1985,81.0,55.9
1986,66.9,42.1
1987,71.1,60.1
1988,73.0,54.0
1989,84.9,64.9
1990,93.0,72.0
1991,93.9,70.0
1992,66.9,52.9
1993,93.9,66.9
1994,88.0,66.0
1995,88.0,68.0
1996,75.9,61.0
1997,80.1,66.9
1998,77.0,64.0
1999,90.0,71.1
2000,84.9,64.0
2001,84.0,64.0
2002,82.9,64.9
2003,91.9,59.0
2004,86.0,59.0
2005,86.0,64.0
2006,79.0,64.0
2007,91.0,66.9
2008,82.9,61.0
2009,68.0,61.0
2010,88.0,59.0
2011,81.0,61.0
2012,88.0,63.0
2013,96.1,73.9
2014,82.0,66.9
2015,75.9,51.1
2016,84.0,66.9
2017,80.1,62.1
2018,93.0,71.1
