YEAR,MAX,MIN
1947,70.3,50.4
1948,63.3,34.3
1949,73.4,40.3
1950,44.4,39.4
1951,77.4,46.4
1952,79.3,46.4
1953,66.4,50.4
1954,77.4,47.3
1955,71.2,44.4
1956,44.4,35.4
1957,75.4,48.4
1958,61.3,33.4
1959,62.4,43.3
1960,60.4,41.4
1961,67.3,36.3
1962,84.4,46.9
1963,66.9,34.3
1964,51.1,45.0
1965,66.9,53.1
1966,61.0,51.1
1967,66.0,53.1
1968,72.3,42.1
1969,61.3,32.4
1973,63.0,48.9
1974,68.0,55.0
1975,73.0,51.1
1976,63.9,46.0
1977,70.0,38.8
1978,46.9,36.0
1979,48.0,41.9
1980,59.0,45.0
1981,60.1,41.0
1982,66.0,39.0
1983,64.9,39.0
1984,70.0,37.9
1985,75.0,36.0
1986,73.9,43.0
1987,61.0,39.0
1988,69.1,33.1
1989,66.9,39.9
1990,70.0,46.0
1991,73.0,50.0
1992,69.1,43.0
1993,68.0,46.0
1994,54.0,36.0
1995,55.9,41.9
1996,52.0,34.9
1997,71.1,53.1
1998,59.0,50.0
1999,64.0,41.0
2000,71.1,37.0
2001,84.9,46.0
2002,61.0,39.9
2003,68.0,44.1
2004,78.1,43.0
2005,57.9,34.0
2006,61.0,51.1
2007,82.0,45.0
2008,57.0,30.9
2009,63.0,45.0
2010,81.0,62.1
2011,71.1,36.0
2012,62.6,50.0
2013,84.9,62.1
2014,59.0,46.0
2015,61.0,37.9
2016,51.1,42.1
2017,46.9,39.9
2018,80.1,31.1
