YEAR,MAX,MIN
1946,63.3,30.4
1947,41.4,32.4
1948,56.3,28.4
1949,42.4,33.4
1950,56.3,47.3
1951,41.4,32.4
1952,61.3,38.3
1953,69.3,39.4
1954,52.3,30.4
1955,68.4,40.3
1956,65.3,46.4
1957,53.4,41.4
1958,63.0,46.4
1959,38.3,12.9
1960,66.0,55.4
1961,48.4,37.9
1962,55.9,45.0
1963,51.4,24.1
1964,62.4,53.4
1965,57.4,28.0
1966,54.0,27.0
1967,38.3,19.9
1968,51.1,43.0
1969,32.0,19.9
1973,64.9,37.9
1974,37.9,26.1
1975,55.0,30.9
1976,44.1,16.9
1977,60.1,41.9
1978,41.0,27.0
1979,46.9,39.9
1980,45.0,32.0
1981,61.0,26.1
1982,34.0,12.9
1983,46.9,30.9
1984,53.1,34.0
1985,46.9,33.1
1986,42.1,15.1
1987,63.0,34.0
1988,60.1,39.0
1989,46.9,37.9
1990,70.0,52.0
1991,57.0,39.9
1992,36.0,19.9
1993,46.0,37.9
1994,62.1,33.1
1995,37.0,18.0
1996,41.0,25.0
1997,36.0,28.4
1998,53.1,41.0
1999,60.1,28.9
2000,39.0,21.9
2001,68.0,51.1
2002,55.0,37.0
2003,48.9,23.2
2004,50.0,26.2
2005,52.0,28.2
2006,46.9,36.0
2007,55.9,34.0
2008,52.0,37.0
2009,63.0,41.0
2010,51.1,32.0
2011,64.0,34.0
2012,48.0,29.1
2013,50.0,33.1
2014,30.9,17.1
2015,64.0,44.1
2016,60.1,37.9
2017,52.0,30.2
2018,36.0,17.1
