YEAR,MAX,MIN
1947,53.4,41.4
1948,51.3,43.3
1949,75.4,47.3
1950,57.4,36.3
1951,80.2,58.3
1952,80.2,46.4
1953,58.3,45.3
1954,71.2,47.3
1955,84.4,62.4
1956,59.4,44.4
1957,55.4,46.4
1958,62.4,46.4
1959,89.4,61.0
1960,73.4,46.9
1961,59.4,30.9
1962,64.4,50.0
1963,70.3,42.1
1964,72.3,49.3
1965,82.9,52.0
1966,55.9,30.0
1967,66.9,39.0
1968,85.3,35.1
1969,84.4,55.0
1973,74.8,45.0
1974,69.1,42.1
1975,71.1,46.9
1976,64.9,39.9
1977,77.9,50.0
1978,55.0,30.0
1979,73.0,43.9
1980,75.0,39.0
1981,62.1,34.0
1982,75.0,37.9
1983,57.0,39.9
1984,57.0,36.0
1985,63.0,42.1
1986,63.0,39.0
1987,70.0,37.9
1988,73.9,37.0
1989,55.9,39.9
1990,68.0,37.9
1991,69.1,39.9
1992,88.0,68.0
1993,71.1,46.9
1994,62.1,35.1
1995,59.0,37.9
1996,64.9,39.0
1997,57.0,46.0
1998,63.0,51.8
1999,73.0,45.0
2000,71.1,43.0
2001,82.9,62.1
2002,63.0,43.0
2003,54.0,41.0
2004,51.8,39.0
2005,48.9,35.1
2006,72.0,54.0
2007,59.0,50.0
2008,73.9,48.0
2009,66.0,44.1
2010,70.0,53.1
2011,63.0,46.0
2012,80.1,48.9
2013,84.0,44.1
2014,53.1,42.1
2015,75.9,37.9
2016,59.0,42.1
2017,57.0,41.0
2018,86.0,60.1
