YEAR,MAX,MIN
1946,47.3,26.4
1947,26.4,14.4
1948,42.4,16.3
1949,59.4,38.3
1950,22.5,3.4
1951,34.3,26.4
1952,34.3,27.3
1953,39.4,30.4
1954,36.3,17.4
1955,28.4,10.4
1956,43.3,34.3
1957,18.3,1.4
1958,21.4,7.0
1959,43.3,37.0
1960,35.1,21.4
1961,33.4,12.9
1962,10.0,-3.6
1963,30.4,25.0
1964,40.3,33.4
1965,56.3,48.0
1966,28.9,25.0
1967,40.3,37.4
1968,51.4,25.0
1969,39.0,28.9
1973,28.0,10.9
1974,39.9,26.1
1975,37.9,34.0
1976,24.1,5.0
1977,17.1,-7.1
1978,32.0,3.9
1979,55.9,46.9
1980,30.0,10.9
1981,32.0,16.0
1982,35.1,10.9
1983,37.9,32.0
1984,46.0,30.0
1985,37.0,28.0
1986,30.9,9.0
1987,48.0,32.0
1988,28.0,-2.9
1989,35.1,19.0
1990,55.0,30.0
1991,48.9,28.0
1992,37.9,26.1
1993,35.1,18.0
1994,34.0,14.0
1995,14.0,0.0
1996,39.2,35.6
1997,36.0,32.0
1998,48.9,28.9
1999,41.0,19.9
2000,34.0,19.0
2001,48.0,23.0
2002,45.0,19.0
2003,34.0,19.4
2004,45.0,32.0
2005,33.1,12.0
2006,41.0,32.0
2007,33.8,26.1
2008,32.0,17.1
2009,23.0,1.9
2010,37.0,23.0
2011,45.0,12.9
2012,37.9,24.1
2013,25.0,-6.0
2014,33.1,23.0
2015,57.0,41.0
2016,32.0,18.0
2017,39.0,19.9
2018,37.9,16.0
