YEAR,MAX,MIN
1947,55.4,39.4
1948,71.2,42.4
1949,90.3,66.4
1950,80.2,48.4
1951,50.4,40.3
1952,87.3,69.3
1953,51.3,46.4
1954,48.4,34.3
1955,73.4,50.4
1956,49.3,45.3
1957,59.4,33.4
1958,47.3,38.3
1959,92.3,70.0
1960,77.4,61.0
1961,59.4,46.0
1962,83.3,60.1
1963,56.3,42.4
1964,83.3,64.0
1965,73.9,46.9
1966,81.0,55.0
1967,51.1,33.1
1968,53.4,34.0
1969,77.4,60.1
1973,62.1,34.0
1974,63.0,43.0
1975,72.0,46.0
1976,77.0,56.8
1977,79.0,57.9
1978,50.9,38.8
1979,63.0,37.9
1980,87.1,48.9
1981,78.1,48.9
1982,87.1,51.1
1983,62.1,36.0
1984,66.9,39.0
1985,75.9,48.0
1986,79.0,46.0
1987,64.0,36.0
1988,70.0,39.9
1989,66.9,43.0
1990,62.1,39.9
1991,66.9,45.0
1992,54.0,37.0
1993,70.0,51.1
1994,69.1,36.0
1995,70.0,39.9
1996,55.9,39.0
1997,73.9,50.0
1998,69.1,55.0
1999,78.1,62.1
2000,84.0,63.0
2001,64.9,48.2
2002,69.1,34.0
2003,69.1,36.0
2004,68.0,37.9
2005,70.0,33.1
2006,68.0,46.9
2007,66.0,48.9
2008,75.0,37.9
2009,71.1,43.0
2010,79.0,50.0
2011,63.0,35.1
2012,59.0,53.6
2013,71.1,48.0
2014,57.9,44.1
2015,73.9,48.0
2016,61.0,41.0
2017,61.0,41.0
2018,82.0,57.0
