YEAR,MAX,MIN
1947,45.3,31.3
1948,51.3,36.3
1949,68.4,33.4
1950,38.3,27.3
1951,44.4,35.4
1952,40.3,34.3
1953,48.4,37.4
1954,58.3,34.3
1955,75.4,53.4
1956,59.4,34.3
1957,37.4,18.3
1958,61.3,31.3
1959,48.4,30.0
1960,72.3,42.1
1961,44.4,37.0
1962,45.3,33.4
1963,61.3,26.1
1964,69.1,51.1
1965,66.9,46.0
1966,50.0,37.9
1967,52.0,35.1
1968,81.3,54.0
1969,62.4,34.0
1973,46.9,32.9
1974,72.0,55.9
1975,48.9,28.0
1976,52.0,25.0
1977,84.9,56.8
1978,66.0,37.9
1979,75.9,41.9
1980,46.9,28.9
1981,53.1,43.0
1982,60.1,28.0
1983,57.9,35.1
1984,57.0,34.0
1985,75.9,43.0
1986,66.0,30.9
1987,59.0,43.0
1988,57.9,36.0
1989,51.1,25.0
1990,44.1,25.0
1991,48.0,32.0
1992,57.9,33.1
1993,53.1,34.0
1994,57.0,39.0
1995,61.0,35.1
1996,82.0,38.8
1997,36.0,33.1
1998,72.0,55.0
1999,55.9,34.0
2000,48.9,28.9
2001,77.0,46.9
2002,72.0,48.2
2003,52.0,39.9
2004,43.0,30.0
2005,75.9,42.1
2006,75.9,48.0
2007,43.0,33.1
2008,44.1,37.0
2009,51.1,27.0
2010,70.0,44.1
2011,66.9,39.9
2012,63.0,32.0
2013,46.0,37.0
2014,80.1,37.0
2015,66.9,41.0
2016,51.1,30.0
2017,59.0,36.0
2018,73.0,39.0
