YEAR,MAX,MIN
1947,48.4,37.4
1948,17.1,-1.7
1949,36.3,29.3
1950,62.4,34.3
1951,20.3,6.4
1952,14.4,-4.5
1953,33.4,27.3
1954,35.4,29.3
1955,32.4,7.3
1956,30.4,20.3
1957,27.3,4.5
1958,32.4,22.5
1959,38.3,1.9
1960,21.4,10.0
1961,19.0,-2.0
1962,32.4,14.0
1963,4.3,-15.0
1964,60.4,25.3
1965,30.9,25.0
1966,11.3,-10.7
1967,61.0,39.0
1968,24.4,10.0
1969,42.1,5.4
1973,37.9,23.0
1974,43.0,30.0
1975,41.0,30.9
1976,34.0,28.0
1977,30.0,23.0
1978,32.0,21.9
1979,35.1,19.9
1980,25.0,7.0
1981,53.1,27.0
1982,5.0,-2.9
1983,34.0,32.0
1984,37.9,19.9
1985,27.0,15.1
1986,39.9,17.1
1987,8.1,-5.1
1988,34.0,10.0
1989,50.0,32.0
1990,50.0,28.0
1991,16.0,5.0
1992,39.0,14.0
1993,45.0,23.0
1994,39.9,32.0
1995,26.1,5.0
1996,36.0,15.1
1997,37.0,25.0
1998,30.9,24.1
1999,34.0,30.9
2000,28.0,-2.9
2001,35.1,16.0
2002,48.0,33.1
2003,16.0,-2.9
2004,24.1,6.1
2005,30.9,8.1
2006,39.9,23.0
2007,28.4,23.0
2008,14.0,-4.0
2009,34.0,1.9
2010,46.4,35.1
2011,27.0,3.9
2012,36.0,26.6
2013,22.1,5.0
2014,23.0,-6.0
2015,43.0,28.9
2016,34.0,24.1
2017,42.1,34.0
2018,39.0,27.0
