YEAR,MAX,MIN
1947,80.2,62.4
1948,82.4,72.3
1949,81.3,63.3
1950,88.3,75.4
1951,75.4,56.3
1952,80.2,61.3
1953,84.4,57.4
1954,79.3,60.3
1955,77.4,50.4
1956,90.3,70.3
1957,78.3,66.4
1958,71.2,55.4
1959,75.4,53.1
1960,79.3,61.0
1961,73.0,52.3
1962,85.3,62.4
1963,84.4,44.4
1964,81.3,63.3
1965,86.0,66.9
1966,87.1,69.1
1967,81.0,62.1
1968,94.3,57.9
1969,67.3,55.0
1973,75.9,59.0
1974,62.1,51.1
1975,86.0,70.0
1976,75.9,59.9
1977,79.0,55.9
1978,77.9,55.9
1979,75.9,50.0
1980,84.9,55.9
1981,78.1,54.9
1982,75.0,43.9
1983,91.9,62.1
1984,84.0,61.0
1985,80.1,57.9
1986,88.0,59.0
1987,87.1,57.0
1988,97.0,64.0
1989,91.0,68.0
1990,73.0,59.0
1991,75.9,60.1
1992,73.9,57.9
1993,87.1,55.9
1994,88.0,57.9
1995,93.0,66.9
1996,80.1,57.9
1997,91.9,71.1
1998,87.1,62.1
1999,82.9,70.0
2000,84.9,57.0
2001,73.0,50.0
2002,91.9,66.9
2003,88.0,54.0
2004,81.0,55.9
2005,93.0,59.0
2006,82.9,60.1
2007,75.9,61.0
2008,82.0,57.0
2009,93.9,68.0
2010,87.1,69.1
2011,71.6,62.6
2012,87.1,62.1
2013,87.1,66.0
2014,82.0,63.0
2015,82.9,66.0
2016,78.1,66.2
2017,88.0,66.9
2018,81.0,60.1
