YEAR,MAX,MIN
1947,63.3,49.3
1948,56.3,41.4
1949,89.2,66.4
1950,73.4,50.4
1951,57.4,45.3
1952,90.3,52.3
1953,61.3,38.3
1954,50.4,30.4
1955,85.3,64.4
1956,60.3,38.3
1957,49.3,37.4
1958,66.4,41.4
1959,90.3,64.0
1960,80.4,54.0
1961,60.4,34.3
1962,83.3,55.0
1963,74.3,45.3
1964,82.4,60.4
1965,78.1,46.0
1966,61.0,34.0
1967,46.9,37.0
1968,65.3,37.4
1969,83.3,52.0
1973,60.1,34.0
1974,62.1,43.0
1975,64.0,46.9
1976,68.0,36.0
1977,69.1,48.9
1978,59.9,44.1
1979,55.9,41.0
1980,86.0,43.0
1981,78.1,48.0
1982,82.0,46.0
1983,61.0,36.0
1984,55.9,39.0
1985,75.9,34.0
1986,75.0,34.0
1987,62.8,36.0
1988,70.0,41.0
1989,66.9,39.9
1990,57.9,44.1
1991,57.9,39.9
1992,59.0,37.0
1993,68.0,57.0
1994,64.9,35.1
1995,62.1,39.0
1996,63.0,39.0
1997,64.0,39.0
1998,72.0,48.0
1999,79.0,54.0
2000,81.0,48.0
2001,86.0,50.0
2002,69.1,34.0
2003,59.0,34.0
2004,69.1,30.2
2005,62.1,33.1
2006,73.0,50.0
2007,66.0,46.0
2008,64.9,37.9
2009,70.0,43.0
2010,79.0,50.0
2011,59.0,37.0
2012,79.0,55.4
2013,71.1,39.9
2014,66.9,46.0
2015,78.1,55.0
2016,66.9,39.9
2017,55.9,35.1
2018,73.9,54.0
