YEAR,MAX,MIN
1946,61.3,55.4
1947,29.3,11.3
1948,28.4,12.4
1949,28.4,7.3
1950,24.4,16.3
1951,36.3,31.3
1952,56.3,32.4
1953,42.4,38.3
1954,35.4,28.4
1955,30.4,19.4
1956,28.4,15.4
1957,36.3,19.4
1958,3.4,-14.1
1959,43.3,27.0
1960,28.4,10.9
1961,32.4,27.0
1962,25.0,13.3
1963,32.4,21.4
1964,28.4,7.3
1965,50.4,23.4
1966,41.0,36.0
1967,41.4,36.3
1968,32.4,16.0
1969,39.0,26.1
1973,36.0,28.9
1974,25.0,10.9
1975,35.1,28.9
1976,34.0,9.0
1977,23.9,-5.1
1978,20.8,-1.1
1979,46.0,23.0
1980,46.9,30.0
1981,37.9,21.0
1982,36.0,10.9
1983,30.0,19.9
1984,48.0,19.9
1985,39.9,19.9
1986,41.0,28.0
1987,59.0,37.9
1988,35.1,16.0
1989,36.0,12.0
1990,55.0,27.0
1991,60.1,30.0
1992,32.0,21.9
1993,51.1,28.9
1994,35.1,25.0
1995,30.0,-4.0
1996,30.9,26.1
1997,35.1,30.0
1998,48.0,30.0
1999,53.1,34.0
2000,28.9,1.9
2001,46.9,21.9
2002,30.9,8.1
2003,45.0,35.1
2004,50.0,37.0
2005,28.4,12.9
2006,33.1,19.0
2007,28.9,15.1
2008,37.9,16.0
2009,35.1,24.1
2010,25.0,5.0
2011,36.0,23.0
2012,42.1,35.1
2013,26.6,10.0
2014,37.9,32.0
2015,52.0,37.9
2016,25.0,19.0
2017,37.0,18.0
2018,35.1,17.1
