YEAR,MAX,MIN
1947,34.3,15.4
1948,27.3,16.3
1949,48.4,32.4
1950,50.4,37.4
1951,54.3,29.3
1952,23.4,3.4
1953,26.4,13.5
1954,27.3,3.4
1955,37.4,32.4
1956,50.4,37.4
1957,39.4,29.3
1958,37.4,29.3
1959,43.3,32.0
1960,20.3,0.0
1961,54.0,32.4
1962,28.9,19.0
1963,34.3,32.4
1964,46.9,26.4
1965,30.0,21.9
1966,30.4,19.9
1967,35.1,28.9
1968,55.4,30.0
1969,43.3,24.1
1973,44.1,37.0
1974,57.0,34.9
1975,41.0,21.9
1976,55.0,30.0
1977,43.9,34.0
1978,21.0,-3.1
1979,45.9,28.9
1980,42.1,23.9
1981,39.0,29.8
1982,33.1,9.0
1983,75.0,50.0
1984,34.0,24.1
1985,33.1,24.1
1986,42.1,24.1
1987,50.0,26.1
1988,44.1,17.1
1989,46.0,17.1
1990,37.9,23.0
1991,52.0,19.9
1992,64.0,35.1
1993,42.1,30.0
1994,51.1,28.9
1995,43.0,19.9
1996,37.0,30.0
1997,37.0,28.9
1998,39.0,32.0
1999,39.0,32.0
2000,69.1,29.1
2001,35.1,18.0
2002,32.0,12.0
2003,34.0,15.1
2004,61.0,37.9
2005,44.1,20.1
2006,41.0,21.0
2007,33.1,15.1
2008,36.0,21.0
2009,64.9,26.2
2010,42.1,21.9
2011,41.0,28.4
2012,37.0,21.0
2013,34.0,18.0
2014,27.0,12.0
2015,30.9,3.0
2016,39.0,19.9
2017,60.1,28.2
2018,46.0,32.0
