YEAR,MAX,MIN
1947,66.4,54.3
1948,88.3,68.4
1949,81.3,67.3
1950,82.4,50.4
1951,84.4,65.3
1952,94.3,75.4
1953,82.4,67.3
1954,79.3,61.3
1955,92.3,67.3
1956,78.3,57.4
1957,85.3,67.3
1958,79.3,60.3
1959,88.3,69.1
1960,92.3,71.4
1961,84.4,68.4
1962,84.4,59.4
1963,84.4,63.0
1964,93.4,69.4
1965,91.9,71.1
1966,82.9,53.1
1967,86.0,66.0
1968,89.1,70.3
1969,82.9,66.0
1973,78.1,72.0
1974,75.9,61.0
1975,88.0,64.9
1976,79.9,64.9
1977,82.9,64.9
1978,88.0,68.9
1979,88.0,66.9
1980,82.0,68.0
1981,73.9,54.9
1982,87.1,64.0
1983,100.0,72.0
1984,93.0,62.1
1985,84.9,62.1
1986,84.9,64.0
1987,93.0,70.0
1988,80.1,62.1
1989,84.0,64.0
1990,82.0,57.0
1991,100.9,73.9
1992,71.1,55.9
1993,77.0,57.9
1994,82.9,64.0
1995,84.9,63.0
1996,78.1,53.1
1997,71.1,64.4
1998,84.9,72.0
1999,91.9,73.0
2000,75.0,57.9
2001,95.0,68.0
2002,96.1,77.0
2003,82.0,63.0
2004,90.0,71.1
2005,88.0,64.0
2006,82.9,62.1
2007,81.0,57.9
2008,82.9,66.0
2009,80.1,57.9
2010,91.0,69.1
2011,97.0,69.8
2012,89.1,64.9
2013,88.0,68.0
2014,90.0,63.0
2015,82.9,64.0
2016,91.0,72.0
2017,89.1,72.0
2018,79.0,68.0
