YEAR,MAX,MIN
1947,35.4,24.4
1948,35.4,25.3
1949,32.4,26.4
1950,43.3,27.3
1951,37.4,13.5
1952,34.3,21.4
1953,40.3,15.4
1954,16.3,-0.6
1955,31.3,28.4
1956,40.3,28.4
1957,28.4,19.4
1958,38.3,21.4
1959,36.3,22.3
1960,58.3,35.1
1961,46.4,26.1
1962,21.4,8.1
1963,27.0,-1.7
1964,26.1,19.0
1965,35.1,10.0
1966,35.4,19.0
1967,37.9,26.1
1968,26.4,19.9
1969,16.3,-4.7
1973,27.0,7.0
1974,20.8,-13.0
1975,14.0,5.0
1976,37.9,17.1
1977,5.0,-7.1
1978,18.0,7.0
1979,21.0,9.9
1980,26.1,9.0
1981,25.0,-2.0
1982,14.0,-4.0
1983,35.1,10.9
1984,21.0,-2.0
1985,24.1,-0.9
1986,39.9,21.9
1987,43.0,25.0
1988,39.9,15.1
1989,44.1,25.0
1990,42.1,23.0
1991,32.0,24.1
1992,45.0,25.0
1993,34.0,23.0
1994,35.1,16.0
1995,46.9,25.0
1996,28.9,24.1
1997,1.0,-7.1
1998,32.0,21.0
1999,23.0,7.0
2000,34.0,26.6
2001,39.0,21.9
2002,43.0,30.0
2003,32.0,9.0
2004,39.2,32.0
2005,62.1,33.1
2006,57.0,37.0
2007,48.2,37.0
2008,41.0,25.0
2009,25.0,3.0
2010,30.9,18.0
2011,27.0,19.9
2012,54.0,26.1
2013,53.1,34.0
2014,41.0,28.0
2015,32.0,15.1
2016,24.1,-0.9
2017,43.0,21.0
2018,39.0,19.0
