YEAR,MAX,MIN
1946,54.3,27.3
1947,44.4,33.4
1948,55.4,47.3
1949,52.3,32.4
1950,51.3,45.3
1951,31.3,16.3
1952,45.3,39.4
1953,71.2,56.3
1954,52.3,41.4
1955,32.4,23.4
1956,53.4,31.3
1957,57.4,30.4
1958,50.4,32.0
1959,36.3,23.0
1960,52.3,33.1
1961,34.0,30.0
1962,39.4,30.9
1963,56.3,27.3
1964,32.4,19.4
1965,42.4,20.3
1966,37.9,21.0
1967,42.1,23.0
1968,35.1,27.3
1969,36.0,21.9
1973,53.1,36.0
1974,53.1,39.9
1975,64.9,39.9
1976,57.9,30.9
1977,46.0,29.8
1978,50.0,23.0
1979,70.9,55.9
1980,46.0,20.8
1981,52.0,30.9
1982,55.0,48.9
1983,63.0,35.1
1984,37.9,23.0
1985,62.1,50.0
1986,39.9,27.0
1987,43.0,32.0
1988,52.0,35.1
1989,50.0,15.1
1990,53.1,37.0
1991,66.9,44.1
1992,42.1,35.1
1993,48.9,27.0
1994,52.0,27.0
1995,48.0,28.9
1996,33.1,27.0
1997,37.0,21.9
1998,57.0,37.0
1999,71.1,44.1
2000,39.9,19.9
2001,61.0,39.2
2002,54.0,24.3
2003,61.0,37.0
2004,55.4,48.2
2005,53.1,21.2
2006,44.1,30.2
2007,57.0,37.9
2008,44.1,21.9
2009,46.9,42.1
2010,51.1,25.0
2011,55.0,42.1
2012,59.0,31.1
2013,43.0,25.0
2014,32.0,10.0
2015,62.1,37.9
2016,48.0,34.0
2017,48.0,30.0
2018,34.0,23.0
