YEAR,MAX,MIN
1946,70.3,47.3
1947,63.3,52.3
1948,70.3,41.4
1949,56.3,28.4
1950,72.3,54.3
1951,58.3,40.3
1952,63.3,39.4
1953,52.3,46.4
1954,56.3,43.3
1955,73.4,44.4
1956,65.3,38.3
1957,49.3,30.4
1958,56.3,43.3
1959,40.3,33.4
1960,54.3,39.9
1961,53.4,25.3
1962,64.4,27.0
1963,70.0,39.4
1964,63.3,46.0
1965,60.4,35.4
1966,70.0,41.0
1967,42.1,35.1
1968,55.4,41.4
1969,44.1,28.9
1973,64.9,45.0
1974,70.0,39.0
1975,68.0,39.0
1976,47.8,32.0
1977,64.0,41.0
1978,63.0,38.8
1979,64.9,41.9
1980,43.0,25.9
1981,60.1,33.1
1982,64.9,30.9
1983,64.0,32.0
1984,75.0,44.1
1985,70.0,45.0
1986,62.1,50.0
1987,54.0,35.1
1988,57.0,28.0
1989,75.9,48.9
1990,64.0,44.1
1991,54.0,46.9
1992,59.0,32.0
1993,62.1,42.1
1994,59.0,32.0
1995,62.1,39.0
1996,64.9,57.9
1997,41.0,32.0
1998,73.0,57.0
1999,61.0,34.0
2000,75.9,55.0
2001,45.0,37.0
2002,46.9,37.9
2003,45.0,32.0
2004,62.1,53.1
2005,54.0,35.1
2006,46.0,41.0
2007,64.9,46.0
2008,55.9,37.0
2009,55.0,45.0
2010,70.0,51.1
2011,53.1,43.0
2012,51.1,34.0
2013,55.0,28.9
2014,77.0,42.1
2015,61.0,37.0
2016,51.1,44.1
2017,60.1,36.0
2018,54.0,44.1
