YEAR,MAX,MIN
1946,18.3,1.4
1947,43.3,29.3
1948,31.3,21.4
1949,46.4,30.4
1950,20.3,5.4
1951,41.4,27.3
1952,36.3,22.5
1953,33.4,12.4
1954,33.4,19.4
1955,27.3,7.3
1956,35.4,12.4
1957,32.4,23.4
1958,34.0,23.0
1959,27.3,21.4
1960,37.4,17.1
1961,18.3,-2.0
1962,15.4,3.0
1963,7.3,-11.9
1964,44.1,24.4
1965,57.4,39.0
1966,28.0,7.0
1967,31.3,24.1
1968,35.4,15.4
1969,36.0,27.0
1973,19.0,8.1
1974,37.0,27.0
1975,36.0,33.1
1976,9.0,1.0
1977,37.9,18.9
1978,37.9,26.1
1979,52.0,23.0
1980,36.0,19.9
1981,26.1,-2.0
1982,28.0,14.0
1983,10.0,-14.1
1984,33.1,23.0
1985,35.1,3.0
1986,41.0,28.9
1987,32.0,12.9
1988,30.9,7.0
1989,37.9,32.0
1990,41.0,10.0
1991,37.0,30.0
1992,44.1,39.0
1993,24.1,3.0
1994,37.9,25.0
1995,36.0,15.1
1996,30.2,24.1
1997,28.9,16.0
1998,19.0,1.0
1999,45.0,26.2
2000,30.9,15.1
2001,19.9,5.0
2002,60.1,22.1
2003,48.9,25.0
2004,53.6,32.0
2005,37.9,33.1
2006,50.0,39.2
2007,34.7,18.0
2008,43.0,27.0
2009,30.2,12.9
2010,44.1,33.1
2011,48.0,31.1
2012,33.1,14.0
2013,21.9,1.0
2014,30.0,9.0
2015,30.0,26.6
2016,35.1,24.1
2017,15.8,1.9
