YEAR,MAX,MIN
1947,66.4,45.3
1948,50.4,39.4
1949,69.3,35.4
1950,46.4,36.3
1951,78.3,55.4
1952,79.3,47.3
1953,57.4,41.4
1954,59.4,41.4
1955,69.3,52.3
1956,41.4,36.3
1957,75.4,38.3
1958,55.4,29.3
1959,64.4,48.9
1960,62.4,50.0
1961,59.4,30.0
1962,67.3,41.0
1963,74.3,48.4
1964,55.4,47.3
1965,68.0,37.9
1966,64.0,39.0
1967,60.1,48.9
1968,70.3,46.9
1969,51.4,33.1
1973,60.1,42.1
1974,69.1,59.9
1975,75.9,39.9
1976,64.0,37.9
1977,63.0,29.8
1978,70.9,43.9
1979,50.0,36.9
1980,57.0,42.1
1981,73.0,41.0
1982,57.9,30.9
1983,64.9,38.8
1984,64.0,41.0
1985,68.0,36.0
1986,73.0,43.0
1987,82.0,55.9
1988,64.9,33.1
1989,64.0,45.0
1990,72.0,46.0
1991,73.9,53.1
1992,68.0,48.9
1993,73.0,53.1
1994,54.0,35.1
1995,64.0,43.0
1996,50.0,38.8
1997,73.0,46.9
1998,61.0,46.9
1999,62.1,44.1
2000,70.0,37.0
2001,75.0,46.0
2002,61.0,39.9
2003,77.0,44.1
2004,79.0,48.0
2005,57.0,37.9
2006,68.0,37.0
2007,82.0,39.0
2008,46.0,30.9
2009,55.0,43.0
2010,79.0,33.1
2011,62.1,36.0
2012,57.0,43.0
2013,73.9,46.9
2014,59.0,46.0
2015,61.0,35.1
2016,51.1,41.0
2017,55.0,39.2
2018,59.0,30.9
