YEAR,MAX,MIN
1947,69.3,41.4
1948,73.4,47.3
1949,72.3,48.4
1950,84.4,51.3
1951,68.4,40.3
1952,79.3,55.4
1953,62.4,42.4
1954,81.3,45.3
1955,86.4,58.3
1956,80.2,44.4
1957,75.4,52.3
1958,56.3,40.3
1959,56.3,46.0
1960,70.0,50.0
1961,67.3,35.1
1962,84.0,64.4
1963,60.4,32.4
1964,88.3,70.0
1965,62.1,48.9
1966,84.0,60.1
1967,68.0,41.0
1968,62.1,52.0
1969,62.4,39.0
1973,68.9,54.0
1974,75.9,54.0
1975,84.0,60.1
1976,61.9,47.8
1977,91.0,65.8
1978,66.9,54.0
1979,74.8,50.9
1980,82.0,46.0
1981,75.9,50.0
1982,64.9,48.9
1983,69.1,47.8
1984,70.0,51.1
1985,72.0,39.9
1986,64.0,45.0
1987,68.0,48.0
1988,77.0,50.0
1989,82.0,48.9
1990,70.0,42.1
1991,84.0,66.0
1992,82.9,41.0
1993,75.9,45.0
1994,89.1,55.9
1995,78.1,60.1
1996,81.0,46.9
1997,73.0,43.0
1998,68.0,54.0
1999,70.0,48.0
2000,81.0,55.0
2001,66.0,44.1
2002,70.0,57.0
2003,64.0,39.0
2004,81.0,53.1
2005,80.1,55.0
2006,75.0,36.0
2007,89.1,55.0
2008,59.0,45.0
2009,80.1,50.0
2010,89.1,57.9
2011,87.1,60.1
2012,82.0,46.9
2013,73.0,48.0
2014,70.0,51.1
2015,80.1,46.0
2016,81.0,48.0
2017,73.0,48.0
2018,80.1,52.0
