YEAR,MAX,MIN
1947,89.2,55.4
1948,90.3,66.4
1949,97.3,69.3
1950,76.3,53.4
1951,82.4,64.4
1952,85.3,71.2
1953,81.3,58.3
1954,73.4,64.4
1955,93.4,70.3
1956,80.2,67.3
1957,84.4,68.4
1958,71.2,64.4
1959,85.3,60.1
1960,82.9,61.3
1961,81.3,55.0
1962,73.4,64.4
1963,84.0,48.4
1964,84.0,62.4
1965,81.0,59.0
1966,91.9,70.0
1967,70.0,52.0
1968,75.4,48.0
1969,75.0,66.0
1973,86.0,66.0
1974,93.9,75.9
1975,89.1,72.0
1976,79.9,56.8
1977,90.0,66.9
1978,75.0,61.9
1979,84.9,54.9
1980,79.0,50.0
1981,84.0,61.9
1982,79.0,51.1
1983,87.1,66.0
1984,84.9,48.9
1985,82.9,53.1
1986,75.9,52.0
1987,87.1,60.1
1988,84.9,51.1
1989,87.1,60.1
1990,89.1,55.9
1991,96.1,66.9
1992,73.9,64.9
1993,90.0,63.0
1994,77.0,55.9
1995,81.0,50.0
1996,75.0,60.1
1997,77.0,64.9
1998,87.1,69.1
1999,91.9,75.2
2000,84.0,64.0
2001,79.0,64.4
2002,93.9,73.0
2003,93.0,60.1
2004,82.0,59.0
2005,86.0,54.0
2006,84.0,66.9
2007,82.9,53.1
2008,87.1,60.1
2009,79.0,59.0
2010,87.1,59.0
2011,93.9,69.1
2012,98.1,71.1
2013,72.0,60.1
2014,73.9,55.4
2015,77.0,53.1
2016,77.0,54.0
2017,89.1,62.1
2018,89.1,63.0
