YEAR,MAX,MIN
1947,82.4,75.4
1948,80.2,52.3
1949,82.4,71.2
1950,87.3,64.4
1951,76.3,65.3
1952,82.4,71.2
1953,80.2,57.4
1954,87.3,69.3
1955,90.3,66.4
1956,89.2,64.4
1957,90.3,63.3
1958,86.4,64.4
1959,88.3,71.1
1960,71.4,55.0
1961,84.4,60.1
1962,78.4,53.1
1963,78.4,50.4
1964,78.4,41.4
1965,91.0,72.0
1966,87.1,64.9
1967,81.0,63.0
1968,85.3,63.3
1969,86.0,72.0
1973,80.1,60.1
1974,86.0,62.1
1975,80.1,72.0
1976,75.0,57.9
1977,80.1,59.0
1978,90.0,72.0
1979,70.0,50.9
1980,78.1,65.8
1981,84.0,64.0
1982,84.0,57.0
1983,90.0,68.0
1984,84.9,51.1
1985,84.0,62.1
1986,80.1,66.0
1987,89.1,66.0
1988,93.0,73.9
1989,79.0,62.1
1990,82.9,52.0
1991,87.1,57.0
1992,71.1,55.9
1993,90.0,63.0
1994,77.0,55.0
1995,95.0,70.0
1996,82.0,64.0
1997,82.9,69.8
1998,79.0,66.0
1999,80.1,54.0
2000,91.9,64.9
2001,77.0,57.0
2002,84.9,62.1
2003,86.0,66.9
2004,75.0,48.0
2005,82.0,60.1
2006,86.0,61.0
2007,84.0,64.9
2008,79.0,61.0
2009,89.1,63.0
2010,88.0,72.0
2011,82.0,57.0
2012,84.9,55.9
2013,75.0,55.0
2014,78.1,52.0
2015,91.9,66.9
2016,87.1,64.9
2017,84.0,62.1
2018,87.1,71.1
